"";"alpha";"beta";"lambda";"lp"
"1";154,614292819277;166,676730439028;170,376414453686;296,603678563358
"2";244,981418725717;224,40270393521;234,759846865801;397,776268023909
"3";256,9045065818;237,971698711571;246,373710537217;295,861035455034
"4";149,146541109667;172,875474885852;173,735245647597;260,521729231884
"5";193,528145504912;169,878474901892;167,355351067857;300,698813374963
