"";"mean";"sd";"bias";"cp"
"1";1,04086607941022;0,336966597581513;-13,2611600491486;1
"2";1;0;-16,6666666666667;0
"3";1,14012560468819;0,245497174595306;-4,9895329426507;1
"4";1,20646606214208;0,312268403927088;0,53883851184013;1
"5";1,41501242740155;0,424179422193059;17,9177022834625;1
"6";0,770339584178536;0,204634773777497;-35,8050346517887;1
"7";0,840883231888878;0,188709991375533;-29,9263973425935;1
"8";1;0;-16,6666666666667;0
"9";1,42992782508508;0,359133309509832;19,1606520904232;1
"10";1,62415625789837;0,467180197692918;35,3463548248646;1
"11";1,37764305154456;0,414123472102519;14,8035876287137;1
"12";1;0;-16,6666666666667;0
"13";1;0;-16,6666666666667;0
"14";1,04508115004037;0,282066887614795;-12,9099041633022;1
"15";1;0;-16,6666666666667;0
"16";1;0;-16,6666666666667;0
"17";1,46016987697913;0,418552909421153;21,6808230815938;1
"18";1,15585653572971;0,363750567831966;-3,67862202252428;1
"19";1,32054000004457;0,373287867672083;10,0450000037139;1
"20";1,26975613885516;0,300380695117607;5,81301157126296;1
"21";1,12600647165016;0,283005456147583;-6,16612736248686;1
"22";1;0;-16,6666666666667;0
"23";0,892165283214295;0,219544806138598;-25,6528930654754;1
"24";1;0;-16,6666666666667;0
"25";0,991245869536309;0,243916983179593;-17,3961775386409;1
"26";1;0;-16,6666666666667;0
"27";1;0;-16,6666666666667;0
"28";1,57766026749691;0,471769441538879;31,4716889580761;1
"29";0,901734839387371;0,209536185516111;-24,8554300510524;1
"30";1;0;-16,6666666666667;0
"31";1,08963296768395;0,269319043328561;-9,19725269300433;1
"32";1,11279697042298;0,271431725808569;-7,26691913141873;1
"33";1;0;-16,6666666666667;0
"34";1,18913136958085;0,310527053407369;-0,905719201596156;1
"35";1,00241439195456;0,277998656008125;-16,4654673371199;1
"36";1;0;-16,6666666666667;0
"37";1,15186715546941;0,296030414698084;-4,01107037754891;1
"38";0,861965064264107;0,229834281500374;-28,1695779779911;1
"39";1;0;-16,6666666666667;0
"40";1;0;-16,6666666666667;0
"41";1,33897381529013;0,369647406182424;11,5811512741777;1
"42";1,24954966213709;0,391162276589883;4,1291385114244;1
"43";1,06034040721535;0,276731807180839;-11,638299398721;1
"44";1,07032815263507;0,235160340849313;-10,8059872804107;1
"45";1;0;-16,6666666666667;0
"46";1;0;-16,6666666666667;0
"47";1,10989287229708;0,280592087548116;-7,50892730857639;1
"48";1,15733904870413;0,34752716161881;-3,55507927465569;1
"49";1;0;-16,6666666666667;0
"50";1;0;-16,6666666666667;0
"51";0,917932720708922;0,22586504955886;-23,5056066075899;1
"52";1,02524625495391;0,270434361010106;-14,5628120871745;1
"53";1;0;-16,6666666666667;0
"54";1,31266175441484;0,315518309402953;9,3884795345698;1
"55";0,978194659210427;0,242118919651267;-18,4837783991311;1
"56";1,52032371482554;0,451895615253471;26,6936429021286;1
"57";0,721170181701727;0,201405374640449;-39,9024848581894;0
"58";0,836524534864089;0,2357683272182;-30,2896220946593;1
"59";1;0;-16,6666666666667;0
"60";1,07679035366045;0,308646184358744;-10,2674705282957;1
"61";1,07741357284919;0,279913355966787;-10,2155355959012;1
"62";0,725789650607331;0,186752901808342;-39,5175291160558;0
"63";1,66292070039248;0,524442050144977;38,5767250327064;1
"64";0,978421344344865;0,255888389930077;-18,4648879712612;1
"65";1,21782836438108;0,330094039742013;1,48569703175696;1
"66";0,950218917945443;0,238326342122912;-20,8150901712131;1
"67";1,33425292392344;0,335415967388447;11,1877436602869;1
"68";1;0;-16,6666666666667;0
"69";1,02109229976565;0,257517251306157;-14,9089750195291;1
"70";1,38369000897199;0,333904017647032;15,3075007476655;1
"71";1,29447077258029;0,345501901665153;7,87256438169043;1
"72";1,15114048076282;0,293816101593914;-4,07162660309823;1
"73";1,45386401508909;0,443390809141014;21,1553345907571;1
"74";1,1135774156702;0,259150042773726;-7,20188202748368;1
"75";1,07597271902495;0,239664777327077;-10,3356067479208;1
"76";1,09951677783738;0,322132581761696;-8,37360184688513;1
"77";1,02133398936638;0,261048716857122;-14,8888342194686;1
"78";1,31172377276335;0,325282980961537;9,31031439694572;1
"79";1;0;-16,6666666666667;0
"80";1;0;-16,6666666666667;0
"81";1,09636770443115;0,264298801553997;-8,63602463073734;1
"82";0,976310671984802;0,253576223853503;-18,6407773345998;1
"83";1,28333618832796;0,328511555111653;6,94468236066302;1
"84";1,06961547452806;0,236391978763019;-10,8653771226613;1
"85";1;0;-16,6666666666667;0
"86";1,53695736355073;0,398239707446002;28,0797802958938;1
"87";1,19949312307507;0,290804655214556;-0,0422397437443804;1
"88";1,32483252361474;0,353753803958031;10,402710301228;1
"89";1;0;-16,6666666666667;0
"90";0,984298569979962;0,260207634751083;-17,9751191683365;1
"91";0,850574711667333;0,235310593435728;-29,1187740277223;1
"92";1,22789020698227;0,29240928903418;2,32418391518898;1
"93";1;0;-16,6666666666667;0
"94";1;0;-16,6666666666667;0
"95";0,874752207321809;0,214708298061513;-27,1039827231826;1
