"";"alpha";"beta";"psi";"kappa"
"1";0,999857132651603;1,00739153450603;NA;1,02161697065724
"2";0,999857132651603;1,28010527184854;NA;1,01069875384152
"3";0,999857132651603;1,06159536355777;NA;1,18693071665564
"4";0,999857132651603;1,00195791579798;NA;2,91049840085353
"5";2,37261236621105;3,31123618441603;NA;2,52695890689396
"6";0,999857132651603;2,27694631358853;NA;1,99884837006116
"7";1,01033967159045;1,283096530649;NA;1,00213238053889
"8";0,999857132651603;1,01046751759863;NA;2,33233000585654
"9";1,02424745615609;1,00681528653648;NA;1,0003425044446
"10";0,999857132651603;1,98552352453944;NA;3,59536258525363
"11";0,999857132651603;1,00936063161943;NA;1,26333042787478
"12";0,999857132651603;1,05699528845103;NA;1,00008109256807
"13";0,999857132651603;1,31269795732578;NA;3,42312313678797
"14";0,999857132651603;0,999902094393407;NA;1,03531762199596
"15";0,999857132651603;1,00079747848365;NA;1,5690326578357
"16";0,999857132651603;1,51416950503206;NA;1,11419638116045
"17";0,999883634824341;1,39424909866463;NA;1,42876001938712
"18";0,999857132651603;1,20643063667134;NA;1,17772746412742
"19";0,999857132651603;1,0276689610155;NA;1,71138755242948
"20";0,999857132651603;1,0387978801541;NA;1,18353568380196
"21";0,999857132651603;1,01828579482328;NA;1,16588624635148
"22";0,999857132651603;1,30610240906097;NA;1,10069954892196
"23";0,999857132651603;1,01401300105544;NA;1,54618591412463
"24";0,999857132651603;1,46969167279736;NA;1,71278858106555
"25";0,999857132651603;2,10763925485525;NA;1,0211319054288
"26";NA;1,10520661638242;NA;1,00048834296328
"27";0,999857132651603;1,39759495530311;NA;1,2000453787637
"28";1,00894865382583;1,08238888190476;NA;1,00209302155977
"29";2,41231704267172;1,11988850845116;NA;1,30245486469539
"30";1,00559865939429;1,2199814441796;NA;1,05307380464815
"31";1,0001984306557;1,32659877246905;NA;1,24155242893986
"32";0,999857132651603;2,64056758890524;NA;1,3417137652072
"33";0,999857132651603;1,03332939790162;NA;1,47187719380998
"34";NA;1,30425295876715;NA;1,15913078364642
"35";1,00089059896627;1,03196203787618;NA;1,19279258920216
"36";0,999857132651603;2,60150683627949;NA;1,96727794224771
"37";0,999857132651603;1,03106419911321;NA;1,00007095480441
"38";0,999857132651603;1,48972265542044;NA;1,11762325543958
"39";0,999857132651603;1,18849779628837;NA;2,14444560570057
"40";0,999857132651603;1,0651547724367;NA;1,93437808986026
"41";1,00274227393748;3,2912885736741;NA;1,33282606010358
"42";0,999857132651603;1,3360818527655;NA;1,1415976640911
"43";0,999857132651603;1,01060767565535;NA;3,62338098516055
"44";0,999857132651603;0,999895667919457;NA;1,22218489468022
"45";0,999857132651603;2,46833362882768;NA;1,09742345190266
"46";0,999857132651603;1,00004798429179;NA;3,151773649892
"47";0,999857132651603;1,07164474121243;NA;1,09577058639551
"48";0,999857132651603;1,00834406831233;NA;1,0331824949834
"49";0,999857132651603;1,0392979197872;NA;1,00028079545263
"50";0,999857132651603;1,06934212161075;NA;0,999943567001264
"51";0,999857132651603;1,0129569443519;NA;1,27515568251369
"52";0,999857132651603;1,08686978195097;NA;1,00008781853831
"53";0,999857132651603;1,09701245334901;NA;1,18964583942568
"54";0,999857132651603;0,999857132651603;NA;1,89036011173597
"55";0,999857132651603;1,2180006062512;NA;1,00595894975042
"56";0,999857132651603;1,04151944087636;NA;1,03431612846821
"57";NA;1,36515924562812;NA;1,02468557449243
"58";0,999857132651603;1,02071115651227;NA;1,40143648577248
"59";1,00178690500547;1,81600808836151;NA;1,27699191821198
"60";0,999857132651603;1,25960651547636;NA;1,13410720173345
"61";0,999857132651603;1,41205753477663;NA;1,88987458326118
"62";0,999857132651603;1,16679587499535;NA;2,21585334881329
"63";0,999857132651603;1,54947147608185;NA;1,4891094994985
"64";0,999857132651603;3,44547076875069;NA;2,24950266206427
"65";0,999857132651603;1,00031847672474;NA;1,0137645398434
"66";0,999857132651603;1,02080746892935;NA;1,63995786682112
"67";0,999857132651603;1,42849921497644;NA;1,11313435532684
"68";0,999857132651603;1,06693817001801;NA;1,59841819462008
"69";0,999857132651603;1,0564762573695;NA;1,8483738595229
"70";0,999857132651603;2,4199193931827;NA;2,54774433347848
"71";1,00147988260673;1,01588416529109;NA;0,999925012066151
"72";0,999857132651603;1,80408835537763;NA;1,00379175575605
"73";0,999857132651603;1,06435131112079;NA;1,06193949013018
"74";NA;1,42599395193798;NA;1,00314131670161
"75";0,999857132651603;1,10249159511215;NA;1,2568000926862
"76";0,999857132651603;2,53082041451979;NA;2,47477501605316
"77";0,999857132651603;1,30362892063959;NA;1,04307992208292
"78";0,999857132651603;3,68501330071609;NA;1,67073783292233
"79";0,999857132651603;1,01449956500698;NA;1,16079409864324
"80";0,999857132651603;1,26123887519488;NA;1,54393576481428
"81";0,999857132651603;2,39228254399818;NA;1,11092093492091
"82";0,999857132651603;1,12520298316342;NA;1,11385663695772
"83";1,0189659019878;1,15861864775551;NA;1,38138413086323
"84";0,999857132651603;1,42802319948718;NA;1,32203604135614
"85";1,00078190503327;3,26939443058619;NA;3,52673246091032
"86";0,999857132651603;1,00162579049378;NA;1,10452929568602
"87";0,999857132651603;2,1209457825753;NA;1,02206855067565
"88";1,51846919936186;1,38159633489319;NA;1,0094036576941
