"";"alpha";"beta";"psi";"kappa"
"1";0,500107165821285;2,46050302845721;NA;0,851445832320069
"2";0,500107165821285;0,925582126135142;NA;0,762875839851229
"3";0,500107165821285;0,843202273430703;NA;0,66272003958144
"4";0,500107165821285;0,675049531078491;NA;1,38511765099437
"5";0,830027577843248;1,61708626689203;NA;1,59168066401157
"6";0,500107165821285;1,00210536470488;NA;0,68640287531959
"7";1,13652088317691;1,76601386498799;NA;1,25451384420915
"8";5,65562247711599;2,02767263213303;NA;0,812221329720592
"9";1,21686091946953;3,35976000354937;NA;1,7336964092976
"10";0,500107165821285;1,20439429335464;NA;2,19014252648926
"11";0,500107165821285;2,39381207490116;NA;0,666315933548211
"12";0,500107165821285;1,26038579071101;NA;1,47444444204551
"13";0,500107165821285;2,92108057486153;NA;1,36760858687177
"14";0,500107165821285;1,71972917987137;NA;1,37017147751539
"15";0,500885209436384;9,72061259304668;NA;1,87018246614181
"16";0,500107165821285;2,68969929940324;NA;3,12288693293291
"17";0,515022627927971;2,85850771186007;NA;1,13149176269148
"18";1,56918266251305;3,26818336731897;NA;1,97057806752008
"19";0,500107165821285;0,54070856044488;NA;2,85127823123467
"20";0,500107165821285;3,87736174181238;NA;1,28462297939202
"21";0,500107165821285;0,689108122360817;NA;1,83423168552982
"22";0,500107165821285;2,03396230237578;NA;4,11246785739408
"23";0,500107165821285;6,0045102852427;NA;3,13195741376527
"24";0,500107165821285;3,88923820159914;NA;1,3439274664365
"25";0,838565459869752;0,933620587343731;NA;2,8672003008652
"26";NA;3,24516897435057;NA;5,89519817991272
"27";0,500107165821285;1,59649160042351;NA;0,788829269016494
"28";1,16214511018458;2,52679579819178;NA;3,05656178622877
"29";3,06646458786278;1,25115207888988;NA;1,35796729339675
"30";0,534217939401783;2,39450188807357;NA;2,05056848138137
"31";0,503058852589106;2,6560521026104;NA;1,21082793401909
"32";9,49939519074314;1,53158622468863;NA;0,827297086301649
"33";0,500107165821285;0,771760039667661;NA;0,760182404615278
"34";NA;1,28204528675673;NA;3,00594662446028
"35";1,12913098741437;3,06025710556401;NA;4,36773969312526
