"";"mean";"se";"bias";"cp";"mean";"se";"bias";"cp";"mean";"se";"bias";"cp"
"1";-1,23633535523834;0,0985244252750642;0,123941232034854;1;1,7842330486108;0,0861414865264966;-0,00875941743844422;1;0,738076707832446;0,110346288473985;-0,0774041152094428;1
"2";-0,936065156510217;0,10256231039488;-0,149031675899803;1;1,77414209922051;0,0851725152083672;-0,0143655004330517;1;0,772128067739215;0,11790116543007;-0,0348399153259818;1
"3";-1,14772692273123;0,10697646165113;0,0433881115738485;1;1,94006805339661;0,0912576654608646;0,0778155852203384;1;0,964379942712011;0,119899390807654;0,205474928390014;1
"4";-1,11400290483533;0,101644727842963;0,0127299134866623;1;1,848360179445;0,0861428305939035;0,0268667663583353;1;0,786616062622368;0,119134041319066;-0,0167299217220404;1
"5";-1,10171879420846;0,108958829918228;0,0015625401895109;1;1,90653673448187;0,0902390843594787;0,0591870747121505;1;0,768441600941677;0,12857519505247;-0,0394479988229034;1
"6";-1,16671288548792;0,0969013770439404;0,0606480777162933;1;1,69881411434688;0,0787602120711546;-0,0562143809184008;1;0,821787396262322;0,111551159889783;0,0272342453279022;1
"7";-1,03594575394949;0,10442125369378;-0,0582311327731873;1;1,68039939235073;0,0820151380549459;-0,0664447820273719;1;0,775000070742265;0,118171400102987;-0,0312499115721693;1
"8";-1,05061269793099;0,097509276119271;-0,0448975473354641;1;1,83072882850875;0,084245295000983;0,0170715713937523;1;0,575080674703571;0,110334188374006;-0,281149156620537;0
"9";-1,23360412133415;0,103968065590966;0,121458292121957;1;1,96812468176113;0,0887934268376889;0,0934026009784079;1;0,867509486256075;0,120537908039443;0,0843868578200938;1
"10";-1,0666795721662;0,102824050785174;-0,0302912980307297;1;1,91956912176605;0,085182467902307;0,06642728987003;1;0,818957807877268;0,12192841257874;0,0236972598465852;1
