"";"mean";"se";"bias";"cp";"mean";"se";"bias";"cp";"mean";"se";"bias";"cp"
"1";-1,02157783347499;0,0388951398625347;0,0215778334749934;1;0,535779441054297;0,0328229091522892;0,071558882108594;1;0,17069935561253;0,0296899267148383;-0,146503221937352;1
"2";-0,947418318253556;0,0385718803564553;-0,0525816817464438;1;0,492609721088192;0,0323287580922305;-0,0147805578236161;1;0,142498999588953;0,029428283996492;-0,287505002055233;1
"3";-0,957344154645134;0,0386976768073937;-0,0426558453548658;1;0,473538521148152;0,0314639114156624;-0,052922957703695;1;0,200836310601085;0,0301809945794119;0,00418155300542553;1
"4";-1,04475060307657;0,0418357475344398;0,0447506030765703;1;0,52164264413761;0,0351393589954792;0,0432852882752202;1;0,224210900913282;0,0311552642467392;0,121054504566411;1
"5";-0,9881550771466;0,040929855515725;-0,0118449228533996;1;0,502458145465302;0,0337704421515609;0,00491629093060442;1;0,179923768095341;0,0317928988681455;-0,100381159523296;1
"6";-0,98488010494495;0,0383226705196541;-0,0151198950550496;1;0,484563907332967;0,0314843756090112;-0,0308721853340651;1;0,24418808108414;0,0292355047328607;0,220940405420699;1
"7";-1,00050585819707;0,040070933037207;0,000505858197066056;1;0,504054763607753;0,0331361647982255;0,00810952721550628;1;0,219955791667168;0,0309156905994171;0,0997789583358384;1
"8";-1,01129563339309;0,0390418870730999;0,0112956333930916;1;0,531225732846292;0,0328079703986499;0,0624514656925832;1;0,182582998798795;0,0293547249401029;-0,087085006006026;1
"9";-0,94714098905516;0,0387556531481392;-0,0528590109448396;1;0,461194219168103;0,0316907002490294;-0,0776115616637936;1;0,210970206597864;0,0302633580614418;0,0548510329893223;1
"10";-0,981427645229252;0,037941617498723;-0,0185723547707478;1;0,487728408425172;0,0312851759545322;-0,0245431831496566;1;0,177385162105724;0,0294007928080447;-0,113074189471379;1
