"";"mean";"se";"bias";"cp";"mean";"se";"bias";"cp";"mean";"se";"bias";"cp"
"1";-1,12953591902026;0,0439151930730725;0,0268508354729614;1;1,74723124494038;0,0354586851558615;-0,0293159750331221;1;0,832448510133079;0,0512985722191389;0,0405606376663492;1
"2";-1,18400020042624;0,0458633321603716;0,0763638185693076;1;1,86922389409577;0,0372029354826544;0,0384577189420954;1;0,828962973478087;0,0543001525032729;0,0362037168476083;1
"3";-1,12671401008786;0,0453006397899043;0,0242854637162388;1;1,84390079952956;0,0373522590761632;0,0243893330719792;1;0,789525143799889;0,0531478535478453;-0,0130935702501382;1
"4";-1,07372923194761;0,0446852375393906;-0,0238825164112613;1;1,81005000942779;0,0362864007249052;0,0055833385709921;1;0,798223710359962;0,0527546947617453;-0,00222036205004786;1
"5";-1,11007154217322;0,0461746145029203;0,00915594743019701;1;1,84622479676763;0,0383982328900222;0,0256804426486828;1;0,770118946026917;0,0535955699739357;-0,0373513174663533;1
"6";-1,13008322804857;0,045683824340508;0,0273483891350611;1;1,82365098061846;0,0366107607753117;0,0131394336769203;1;0,828789943955618;0,0532785376458815;0,035987429944523;1
"7";-1,10654397146832;0,0467566448885212;0,00594906497119897;1;1,88597516219884;0,0381134117297075;0,0477639789993543;0;0,819837731883889;0,0543704773088889;0,024797164854861;1
"8";-1,13626984458144;0,0443942864655626;0,0329725859831267;1;1,75888242254182;0,0358504388641315;-0,0228430985878772;1;0,796384977338575;0,0511143146596208;-0,00451877832678138;1
"9";-1,16719926541793;0,0460815592745537;0,0610902412890239;1;1,89439165098215;0,0381009768925354;0,0524398061011926;0;0,849614014514817;0,0543654341918937;0,062017518143521;1
"10";-1,09115047171661;0,0448519627582904;-0,00804502571217538;1;1,78675000771866;0,0354317416715755;-0,00736110682296781;1;0,783648546443638;0,0522777687277541;-0,020439316945452;1
