"";"x"
"1";0,25
"2";0,27
"3";0,28
"4";0,222
"5";0,237
"6";0,245
"7";0,277
"8";0,268
"9";0,249
"10";0,217
"11";0,256
"12";0,252
"13";0,229
"14";0,273
"15";0,267
"16";0,283
"17";0,234
"18";0,263
"19";0,26
"20";0,272
"21";0,232
"22";0,246
"23";0,228
"24";0,271
"25";0,261
"26";0,263
"27";0,25
"28";0,23
"29";0,264
"30";0,202
"31";0,256
"32";0,257
"33";0,253
"34";0,258
"35";0,263
"36";0,269
"37";0,254
"38";0,24
"39";0,23
"40";0,261
"41";0,219
"42";0,255
"43";0,269
"44";0,304
"45";0,258
"46";0,25
"47";0,25
"48";0,249
"49";0,26
"50";0,232
"51";0,247
"52";0,272
"53";0,269
"54";0,259
"55";0,242
"56";0,244
"57";0,22
"58";0,207
"59";0,242
"60";0,231
"61";0,224
"62";0,251
"63";0,231
"64";0,256
"65";0,233
"66";0,226
"67";0,232
"68";0,257
"69";0,237
"70";0,246
"71";0,282
"72";0,264
"73";0,236
"74";0,253
"75";0,25
"76";0,236
"77";0,246
"78";0,28
"79";0,295
"80";0,245
"81";0,217
"82";0,243
"83";0,243
"84";0,269
"85";0,259
"86";0,207
"87";0,244
"88";0,264
"89";0,23
"90";0,235
"91";0,222
"92";0,253
"93";0,256
"94";0,242
"95";0,262
"96";0,273
"97";0,198
"98";0,24
"99";0,276
"100";0,273
"101";0,25
"102";0,223
"103";0,237
"104";0,271
"105";0,273
"106";0,263
"107";0,214
"108";0,257
"109";0,198
"110";0,259
"111";0,248
"112";0,242
"113";0,256
"114";0,232
"115";0,261
"116";0,257
"117";0,235
"118";0,257
"119";0,234
"120";0,257
"121";0,245
"122";0,234
"123";0,229
"124";0,207
"125";0,225
"126";0,233
"127";0,242
"128";0,254
"129";0,252
"130";0,206
"131";0,266
"132";0,22
"133";0,237
"134";0,246
"135";0,271
"136";0,238
"137";0,232
"138";0,236
"139";0,264
"140";0,234
"141";0,263
"142";0,272
"143";0,262
"144";0,23
"145";0,287
"146";0,223
"147";0,277
"148";0,282
"149";0,267
"150";0,228
"151";0,233
"152";0,259
"153";0,217
"154";0,292
"155";0,278
"156";0,236
"157";0,266
"158";0,28
"159";0,262
"160";0,219
"161";0,281
"162";0,27
"163";0,277
"164";0,218
"165";0,238
"166";0,26
"167";0,242
"168";0,265
"169";0,213
"170";0,262
"171";0,233
"172";0,241
"173";0,245
"174";0,254
"175";0,246
"176";0,278
"177";0,25
"178";0,228
"179";0,239
"180";0,267
"181";0,223
"182";0,229
"183";0,21
"184";0,223
"185";0,28
"186";0,224
"187";0,229
"188";0,255
"189";0,279
"190";0,242
"191";0,22
"192";0,257
"193";0,285
"194";0,26
"195";0,28
"196";0,225
"197";0,26
"198";0,256
"199";0,214
"200";0,232
"201";0,257
"202";0,266
"203";0,228
"204";0,269
"205";0,241
"206";0,259
"207";0,248
"208";0,257
"209";0,235
"210";0,242
"211";0,242
"212";0,244
"213";0,237
"214";0,235
"215";0,254
"216";0,215
"217";0,277
"218";0,257
"219";0,23
"220";0,251
"221";0,226
"222";0,237
"223";0,271
"224";0,245
"225";0,245
"226";0,241
"227";0,303
"228";0,227
"229";0,239
"230";0,196
"231";0,191
"232";0,245
"233";0,238
"234";0,238
"235";0,257
"236";0,274
"237";0,246
"238";0,208
"239";0,252
"240";0,264
"241";0,232
"242";0,229
"243";0,266
"244";0,236
"245";0,229
"246";0,271
"247";0,259
"248";0,269
"249";0,256
"250";0,255
"251";0,241
"252";0,227
"253";0,226
"254";0,224
"255";0,209
"256";0,239
"257";0,233
"258";0,256
