;mean;sd;bias;cp;;Mean means;Mean Sds;Mean bias;Mean CP
1;5,722390758;0,857197217;14,44781516;1;;4,848510511;0,807471305;-3,029789781;0,94
2;5,128861712;0,952250501;2,577234238;1;;;;;
3;3,950808238;0,86692112;-20,98383525;1;;;;;
4;3,425786197;0,630082018;-31,48427606;0;;;;;
5;5,293590126;0,780377695;5,871802518;1;;;;;
6;4,503672534;0,795881065;-9,926549318;1;;;;;
7;5,709972957;0,876319504;14,19945914;1;;;;;
8;5,173659317;0,86956897;3,473186344;1;;;;;
9;3,438912547;0,73231914;-31,22174905;0;;;;;
10;4,150517943;0,68913095;-16,98964115;1;;;;;
11;4,591741796;0,785981158;-8,165164083;1;;;;;
12;3,988488806;0,829484587;-20,23022389;1;;;;;
13;5,289044631;0,810087048;5,780892623;1;;;;;
14;6,904046747;1,027657706;38,08093494;1;;;;;
15;5,178894558;0,826758591;3,577891168;1;;;;;
16;4,461571329;0,863371981;-10,76857342;1;;;;;
17;5,110857576;0,751580543;2,217151521;1;;;;;
18;4,457990876;0,768461496;-10,84018249;1;;;;;
19;5,969341959;0,948641741;19,38683918;1;;;;;
20;4,901700447;0,855132182;-1,965991061;1;;;;;
21;5,132203943;0,772118666;2,644078861;1;;;;;
22;6,03856092;0,842061739;20,77121839;1;;;;;
23;4,483614527;0,745972572;-10,32770946;1;;;;;
24;6,168068277;0,950417303;23,36136555;1;;;;;
25;5,519585873;0,875123622;10,39171747;1;;;;;
26;3,766697505;0,94572326;-24,66604989;1;;;;;
27;4,299550739;0,816114101;-14,00898521;1;;;;;
28;4,415623071;0,714131539;-11,68753858;1;;;;;
29;4,227288681;0,843152839;-15,45422637;1;;;;;
30;4,463151943;0,682531151;-10,73696114;1;;;;;
31;3,856797365;0,754772352;-22,86405271;1;;;;;
32;4,674277322;0,806208788;-6,51445357;1;;;;;
33;4,518470299;0,80967291;-9,630594027;1;;;;;
34;5,954224229;0,895042698;19,08448458;1;;;;;
35;3,653170353;0,717656726;-26,93659294;1;;;;;
36;4,801657614;0,789246842;-3,96684772;1;;;;;
37;5,6676343;0,825681033;13,352686;1;;;;;
38;3,851471218;0,725362246;-22,97057563;1;;;;;
