"";"alpha";"beta";"lambda";"lp"
"1";1273,18570458188;1137,51872575194;1189,27061542764;2262,40117995701
"2";1366,97556049467;1258,94157725353;1315,90260101449;2229,72185126259
"3";950,258970563286;836,103665600346;869,924662837134;1951,57573307213
"4";1316,76376145155;1220,90689545951;1283,32673890673;2204,99195188232
"5";1351,95909203658;1197,17506243078;1232,29923806587;1685,66844302666
"6";1504,41120275659;1339,45310773247;1402,9893317062;1880,55872291521
"7";1212,29471648356;1140,13178078603;1193,41363641034;1800,53606996813
"8";1217,87693916183;1111,34036808944;1157,12412802449;1989,92078796357
"9";1420,10812700189;1276,32122577883;1338,16965649338;2318,40854243584
"10";1093,00640999391;1039,19488758939;1111,17858303932;1905,21233993615
"11";1149,87709093853;1057,94605236799;1109,362279243;2115,81590539079
"12";1328,1102288626;1221,75456859211;1268,10060225384;1856,79344759221
"13";1186,54538260629;1130,06221868474;1187,45724161848;1851,29186948795
"14";1371,49788014125;1159,56462531223;1147,94018187263;2125,57780267336
"15";1315,27161125667;1223,89304419621;1298,60662527314;2216,74865046727
"16";1372,91535827374;1341,92041995286;1434,8265550631;1885,72613547288
"17";1383,29719151394;1216,85742652173;1245,1952367555;2073,52537491508
"18";1495,15781437319;1368,53668043037;1425,63641587965;2131,99134742763
"19";1282,20679177174;1223,34835214173;1266,80494021243;1656,06240746847
"20";1182,8672488428;1051,35814902913;1069,69415432063;2012,35662432522
"21";1381,52978847994;1239,61861369665;1317,95092162746;2189,54571951421
"22";1243,72498071718;1124,87401160639;1139,12212345787;2038,92022241239
"23";1434,02306528667;1289,78944953224;1343,71777860515;2175,94372663599
"24";1313,43188547472;1197,09097232561;1258,64889245748;1820,01605490429
"25";1233,6702207926;1146,92914064197;1216,03006503333;1778,21244411015
"26";1310,58387475289;1210,47683240479;1265,00545365743;1606,31341063124
"27";1055,76274345094;988,100095100909;1082,51481161411;2364,25369466341
"28";1446,22717293015;1330,1089027746;1344,22971479879;1647,32909357516
"29";1182,63331161462;1112,93548712852;1195,35740063338;1900,35472499771
"30";1154,46618676415;1022,14961290117;1048,42207438491;1962,44647300418
"31";1138,12395303443;1071,034009503;1133,39439182831;2381,32353240315
"32";1411,73469923615;1254,65015013686;1278,69002644792;2181,09321063174
"33";1226,74535474918;1098,06104436396;1128,09212246897;2302,87960065526
"34";1320,03485589514;1314,69070251611;1391,93525407869;2161,66856346727
"35";1322,2327704065;1229,9532413033;1287,19451639167;2144,43726803636
"36";1199,09829592308;1089,51381336285;1145,10740500138;2232,58126112277
"37";1361,10041185364;1238,39500869368;1327,19204655456;1894,968017294
"38";1124,44163397754;1015,91865831175;1068,35142952921;2162,93180357903
"39";1426,89896297632;1352,89053204024;1421,26491907684;1860,72930285496
"40";1580,49938565682;1423,51105850786;1457,738144609;1640,15366942959
"41";1364,90012366082;1243,17990160995;1259,14868760218;2116,36978572386
"42";1231,67403935683;1105,8313827113;1152,59354652458;2041,41266958112
"43";1348,96079319057;1159,2242359691;1178,91472021912;2398,84380372675
"44";1496,90203713005;1360,17605651543;1412,05047294625;2763,73561979193
"45";1234,37322118207;1139,57938744993;1211,33886962666;1996,73361432823
"46";1218,92347439624;1119,93424713315;1158,15555877382;2013,19492355961
"47";1312,4563906894;1182,88397826381;1235,50102624768;1865,59724262594
"48";1431,43304392413;1315,93799901826;1392,05385150123;2084,18842928656
"49";1354,51165713168;1222,51067393921;1224,32358488803;1808,74668127227
"50";1341,08960738603;1247,35729081412;1298,14051144557;1991,55046633479
"51";1324,58913890699;1269,36911903635;1358,87953559958;1693,46284368961
"52";1028,8713794769;946,442827877834;1034,69875942034;1967,6589317262
"53";1292,78547061525;1087,39871444144;1122,94145514318;2342,04115058614
"54";1183,25575001772;1095,1708745308;1191,55083671706;2225,46968379848
"55";1295,19089573857;1200,1843223098;1257,50016997849;2395,72943540154
"56";1011,58896836652;964,395821624632;1028,77984003415;1991,6998711135
"57";1402,8730287079;1303,67988205475;1395,33583393714;1596,84597908791
"58";1156,42039455336;1018,9514819367;1005,08159827636;1854,75822715692
"59";1193,23403954481;1064,42163494591;1125,49208504641;2216,49135437065
"60";1230,68652824759;1184,5689064035;1255,96749635081;1946,638828183
"61";1312,85120369304;1197,03431487551;1261,36961263646;2320,62696037992
"62";980,305982825461;897,251531012112;970,425728683607;1875,18031390309
"63";1735,26772792541;1587,32232049901;1646,29977151124;2034,99702644373
"64";1273,71516882155;1191,01903297325;1242,34218606222;2205,17249296826
"65";1385,40388455194;1280,6844517332;1354,12983883384;2123,30634667323
"66";1346,49004118519;1272,94526749703;1362,66907859184;2088,66436111196
"67";1236,2839044832;1165,6401078581;1242,69482114629;1552,55588553897
"68";1579,13494426186;1503,05463676047;1541,78589596475;1811,31477985196
"69";1483,02506666849;1427,27898337044;1479,97406032386;2665,92421907171
"70";1290,50915743871;1239,86781387056;1308,59397128663;2288,8550746779
"71";1175,38088340644;1044,06184703126;1075,56271380866;2080,72836114915
"72";1161,79442423249;959,731991964056;990,399420451293;1873,37873024357
"73";1190,62939311842;1093,7999989325;1166,68639184291;1693,60700634172
"74";1299,06934466822;1182,31745394229;1218,7069904794;2098,25208559866
"75";1261,73043057318;1166,10970610638;1222,29484542461;1807,66529981229
"76";1386,03878456129;1250,97854806287;1320,94061846099;2125,85538167191
"77";1435,75920767537;1344,04370917288;1379,6443077741;1993,83626178073
"78";1486,26649729688;1281,78177191881;1312,91608761821;2010,80616577005
"79";1362,19527102436;1223,41709414932;1273,96390119507;2308,02759937677
"80";1442,77139769259;1331,73450490856;1402,13723246569;2163,18847082208
"81";1122,42913736403;1121,91388755646;1189,41228830255;1982,25576455407
"82";1160,61034917968;1058,02038551919;1108,83948515361;2180,30561958503
"83";1390,37390509248;1299,55566820627;1371,79480756764;2539,74079776924
"84";1468,72726530631;1345,84155190167;1391,19317311052;1655,74172697822
"85";1385,36890108089;1320,28002596592;1414,62934170877;1969,52935331803
"86";1364,88433984449;1229,67001167197;1227,76891887053;2002,79319926621
"87";1407,35304542667;1222,81980181214;1267,4622216988;2257,23876038827
"88";1292,7196898601;1134,29653314491;1224,33819517243;1905,18740342577
"89";1347,3152295725;1268,64747885959;1294,69295465348;1977,3899522456
"90";1444,26001593936;1343,56899690835;1407,96501904948;2436,29429839196
"91";1529,99293077754;1395,55954257567;1477,90479225172;2230,92148258969
"92";1320,64856429012;1285,23340737064;1382,97325210441;2146,70162771254
"93";1693,16518955536;1571,75693148251;1637,92774281389;2098,37549488919
"94";1526,3930242684;1338,55651957849;1367,74581522878;1556,79597046257
"95";1212,8779951545;1100,39178392344;1150,39740539821;1685,43121303259
"96";965,30927927306;938,832992136788;990,895238240751;2039,20960802433
"97";1420,88524524386;1344,45881947651;1382,17313551652;2033,96445662823
"98";1345,40200833382;1210,6305815826;1236,93263934079;2166,97699151164
"99";1331,89766767429;1148,30758475143;1182,95601199916;1964,27862322081
"100";1550,26162167813;1381,71044038928;1418,80795130693;2070,58916768076
"101";1372,84126548612;1156,44970552664;1203,65558315938;2048,16578661043
"102";1246,91734280242;1192,28469089093;1287,18328784826;2568,20814095066
"103";1281,92254666425;1146,80641837052;1193,05570046655;2105,59999167859
"104";1353,05911006164;1282,12370814194;1315,99917815871;1929,81531595137
"105";1359,96581228109;1228,10626381675;1274,54700195355;2029,24708832015
"106";1529,37185864121;1487,60541650725;1535,75840487198;1805,48232656112
"107";1573,40161523542;1391,47247799706;1392,46389711592;2223,75599418504
"108";1398,6267583867;1268,06213907614;1299,04774962722;1818,8931589666
"109";1248,73789240078;1147,85141821217;1185,51854466182;1712,71927265411
"110";1220,7300336041;1166,48214452708;1179,10853437139;2041,90759409607
"111";1237,34145496445;1122,82916822615;1166,74502680568;2205,32026851006
"112";1389,41109015318;1289,15014665572;1348,50190764899;2376,43818732862
"113";1206,26251757619;1051,25893553909;1081,36284306038;2327,47114496976
"114";1538,63452780008;1446,94724581283;1481,55734012859;1994,67771431357
"115";1344,43049375436;1229,33013509549;1282,70203462934;1747,39874114194
"116";1426,67370956918;1335,96156213797;1398,90838572596;1763,62021042429
"117";1492,04070889943;1397,066049911;1463,29436099791;2243,02079925489
"118";1170,55492331873;1031,63323343752;1058,4814909146;1646,72699866361
"119";1372,95995516049;1241,9355154112;1273,95384937905;1954,73597169374
"120";1329,90647977128;1228,99139470013;1294,26492835012;2003,71069337836
"121";1298,52069046874;1164,96110919864;1217,5785898415;1925,84214917076
"122";1469,90946643311;1344,14581818553;1392,624687592;1767,22249796725
"123";1242,70843907726;1121,06595231821;1157,82858545944;1806,24277338806
"124";1405,64233849254;1310,17326425557;1413,89876975102;2675,05538029128
"125";1424,51105076886;1348,9569263653;1426,27471312945;2403,56764911224
"126";1325,9671305423;1193,14296382233;1268,56679256251;2041,49991099841
"127";1154,75449714242;1100,31703065424;1213,52995600299;2218,13844830792
"128";1208,16315505991;1080,52917643162;1111,06502534049;2200,61119043042
"129";1288,97081731225;1203,42524436086;1264,47287083213;1923,45376394894
"130";1022,60542196461;928,750675965807;990,573769031928;1707,92832269497
"131";1422,20427511366;1319,03080887117;1371,70562763414;2179,75433137791
"132";1396,70473580564;1288,69548419998;1323,65782792719;1813,97906437754
"133";1299,0770620677;1177,18826624997;1247,34365805968;1357,6063242749
"134";1296,64835062916;1214,50234372291;1251,62070297811;1907,80615615967
"135";1198,45130407038;1027,13544990654;1130,78688519803;2066,73653472622
"136";1270,60177196021;1156,74134076082;1206,59435318722;1802,61355214517
"137";1274,2791304641;1182,62226843869;1240,90110701924;2013,75468994334
"138";1343,38635250451;1254,38265744169;1338,35932374857;2189,13620119396
"139";1424,87087911555;1303,35983275269;1352,95949649987;2049,8273639862
"140";1282,85427145702;1140,90896549012;1184,08732744419;1588,72878497335
"141";1358,43048372997;1193,95004049835;1192,48767916714;1968,17016068604
"142";1601,34780376692;1497,79956481706;1598,17628042835;1513,45679747319
"143";1372,632867053;1288,49517871445;1371,04260350331;2121,08706588487
