;mean;sd;bias;cp;;Mean means;Mean SDs;Mean bias;Mean cps
208;1,974046296;0,192137256;-1,29768521;1;;;;;
209;1,653393699;0,170142877;-17,33031507;1;;;;;
210;2,128609525;0,208305212;6,430476269;1;;;;;
211;1,858854991;0,179430806;-7,057250456;1;;;;;
212;2,105402996;0,200962068;5,270149819;1;;;;;
213;1,719436011;0,182151969;-14,02819943;1;;;;;
214;2,114268642;0,195902702;5,713432105;1;;;;;
215;1,790528201;0,177846007;-10,47358997;1;;;;;
216;2,261992879;0,215042839;13,09964395;1;;;;;
217;2,258136058;0,230895321;12,90680288;1;;;;;
218;1,934624599;0,192208959;-3,268770027;1;;;;;
219;1,712738142;0,174283726;-14,3630929;1;;;;;
220;1,634613297;0,170429776;-18,26933517;0;;;;;
221;1,986260848;0,184215797;-0,686957582;1;;;;;
222;1,891195849;0,195998631;-5,440207553;1;;;;;
223;1,672721342;0,170833985;-16,3639329;1;;;;;
224;1,991706705;0,192126413;-0,414664734;1;;;;;
225;2,159753765;0,205376871;7,987688233;1;;;;;
226;2,110336519;0,21235918;5,516825947;1;;;;;
227;1,914184614;0,183972441;-4,290769311;1;;;;;
228;1,942624651;0,189102233;-2,868767466;1;;;;;
229;1,944763501;0,197615222;-2,761824973;1;;;;;
230;2,063935106;0,207180297;3,196755308;1;;;;;
231;2,152984787;0,217923651;7,649239327;1;;;;;
232;2,183509822;0,21161249;9,175491114;1;;;;;
233;2,086163048;0,202838615;4,308152377;1;;;;;
234;2,198813323;0,212119469;9,940666147;1;;;;;
235;2,077701588;0,202433468;3,885079408;1;;;;;
236;2,134427406;0,205278826;6,721370296;1;;;;;
237;2,054078057;0,191433189;2,703902859;1;;;;;
238;1,904179992;0,19004347;-4,79100042;1;;;;;
239;1,833304958;0,185008764;-8,334752111;1;;;;;
240;1,85244722;0,185332604;-7,377639001;1;;;;;
241;2,107876409;0,196772613;5,393820445;1;;;;;
242;2,091865014;0,21058826;4,593250697;1;;;;;
243;1,777732895;0,188585921;-11,11335524;1;;;;;
244;2,18951061;0,207169022;9,475530481;1;;;;;
245;1,828443118;0,180588045;-8,577844118;1;;;;;
246;1,965074724;0,200615369;-1,746263817;1;;;;;
247;1,653228079;0,177462097;-17,33859606;1;;;;;
248;1,818269719;0,176983386;-9,086514026;1;;;;;
249;2,409597091;0,231078712;20,47985456;1;;;;;
250;2,067032218;0,197969559;3,351610895;1;;;;;
251;2,076005593;0,203175967;3,800279633;1;;;;;
252;1,81531423;0,188606197;-9,234288522;1;;;;;
253;2,043197311;0,190002578;2,159865569;1;;;;;
254;2,206531046;0,206528438;10,32655228;1;;;;;
255;2,102026511;0,209144577;5,101325531;1;;;;;
256;1,964653735;0,187108453;-1,76731325;1;;;;;
257;1,736938376;0,173941309;-13,15308119;1;;;;;
258;2,219229303;0,223413628;10,96146514;1;;;;;
259;2,147258691;0,208649141;7,362934536;1;;;;;
260;1,916648795;0,193868832;-4,16756026;1;;;;;
261;2,054012415;0,201615468;2,700620729;1;;;;;
