"";"alpha";"beta";"lambda";"lp"
"1";1209,75381440955;1033,36960869729;1124,59472016275;871,455917673064
"2";1124,68368887619;969,895456273413;1051,66999438935;1571,06952956546
"3";1386,79565918949;1236,09413317575;1405,64458337714;1155,23194809633
"4";1158,96437314165;1068,98182592918;1238,43708764244;1388,08179093811
"5";996,965553730645;831,468436857454;974,302164904322;924,468616765738
"6";906,488916790145;973,684614857128;1180,77801232737;935,180536627249
"7";1131,95084458984;1120,68682766551;1349,54856680092;1246,51696549591
"8";863,680623437376;922,443335747894;1079,22169211221;940,593345264728
"9";867,338587981271;858,110390876794;1058,40727366323;872,176203867819
"10";1762,10148014133;1592,26324478806;1840,77667726291;945,314438222126
"11";1034,26114747307;820,20289262023;952,192857784317;1098,30455628597
"12";1289,63088043115;1277,62864316287;1442,36023972059;1207,53847868221
"13";1578,84322728281;1282,71208352376;1545,44428032568;1262,43402120142
"14";1214,14652282353;1023,70655337159;1154,28655244063;1354,60249473515
"15";1375,18433038519;1259,09737518069;1377,56029259925;1364,34099725365
"16";1076,46499128884;949,685857736318;1168,19250213767;1024,3387103091
"17";1291,67698373592;1058,24554608766;1281,42958906825;1045,31358776143
"18";1063,00855961202;1072,64436674318;1288,75618745443;840,10447873583
"19";1495,41863632312;1315,9735450504;1639,16745437605;1530,16202061161
"20";1387,12052502881;1080,59914402845;1281,2936192299;931,455074407698
"21";881,750465820081;975,04719578775;1175,98252609569;975,507234682539
"22";1161,4025132825;1142,78219507966;1242,8616702586;1138,97686611211
"23";1473,71428036397;1185,54550558619;1418,5122677012;1356,65694827298
"24";1918,46032479962;1484,37136142166;1677,75919303455;1320,73387461211
"25";1085,25640185144;1121,04791724195;1284,65258489364;1298,87906439064
"26";1105,25639782728;1000,1310055759;1153,01609949569;1355,17907768891
"27";957,553403345119;984,48692255503;1256,9815353814;1031,54700361484
"28";909,93014639376;836,064106023292;926,444680503776;958,622109345071
"29";1362,85408670623;1160,39552854969;1342,60381750028;1243,63856206672
"30";429,325008760732;454,684382936267;535,548384235037;472,21427226017
"31";1272,12881051673;987,863569309006;1093,46622567074;990,775193366805
"32";1536,97873619447;1350,76144691443;1660,0849317554;1433,96072320724
"33";1012,73478064927;829,272189941019;966,014820588743;666,60237196702
"34";998,67546856954;1011,67684210941;1235,12144979822;926,71520440295
"35";1189,39178647141;1239,80475851778;1473,57828695424;1290,97079166217
"36";1254,53628277982;1063,35649490742;1227,33135067881;1287,42936543085
"37";1153,63976237694;885,500164255585;909,816864349981;1191,94031226796
"38";1473,10095697266;1369,26361255399;1711,70609616601;1013,76716038392
"39";1376,16428276569;846,126706730489;873,65423938499;1038,69913443131
"40";1414,91583621091;918,842854198078;1155,75390650542;1240,14265058785
"41";1620,75063066114;1313,12144115651;1535,58010229343;1386,28397879481
"42";1488,00154517785;1326,21805141852;1520,04023245822;1257,33878674784
"43";1598,057577512;1125,75722736212;1294,89189336911;1077,04087977603
"44";1054,27997512051;971,122550026822;1206,96248857282;1208,18292320011
"45";667,438278134861;683,136625901135;825,256376768412;1029,7217158044
"46";1384,63691054379;1240,33623068382;1465,68603124168;1232,85587333672
"47";1251,90848039053;1139,93326431342;1346,38551059064;1318,38936944397
"48";671,701974000977;800,24625963992;1100,21197707982;649,526625583541
"49";655,683875266962;652,68509768278;835,976542828889;703,080131455811
"50";1303,07826804313;1168,08800309984;1332,11870182896;984,571296510231
"51";860,893205572106;916,511990767538;1202,56463539632;914,766050479449
"52";1441,25354936981;1165,96615184161;1331,64235820192;1103,91656450062
"53";1410,36554097156;1090,94499505066;1235,62401481662;1085,92717924723
"54";842,280710311775;805,575126375454;1047,24033446784;958,266255144381
