;mean;sd;bias;cp;;Mean means;Mean sds;Mean bias;Mean CP
159;-0,604692436;0,996778656;-69,76537819;1;;;;;
160;-0,187362052;0,81267455;-90,63189739;0;;;;;
161;-0,235655897;1,459350118;-88,21720514;1;;;;;
162;-2,145855043;1,408719592;7,292752172;1;;;;;
163;-2,307686958;1,013426879;15,38434791;1;;;;;
164;-0,739374373;0,870723014;-63,03128136;1;;;;;
165;0,207090855;1,318639743;-110,3545427;1;;;;;
166;-0,74987618;0,76543118;-62,506191;1;;;;;
167;0,198038003;1,163300269;-109,9019001;1;;;;;
168;-1,329976633;1,251124075;-33,50116835;1;;;;;
169;0,657263814;1,114540753;-132,8631907;0;;;;;
170;1,010586571;1,696439741;-150,5293286;1;;;;;
171;0,032516583;1,183390748;-101,6258291;1;;;;;
172;0,024529639;0,877303817;-101,226482;0;;;;;
173;0,407171326;1,278599461;-120,3585663;1;;;;;
174;1,035795147;1,131948431;-151,7897573;0;;;;;
175;0,758203258;1,659049551;-137,9101629;1;;;;;
176;-0,47149455;1,382890633;-76,42527251;1;;;;;
177;-1,813664758;1,06871839;-9,316762104;1;;;;;
178;-1,095580843;1,216733857;-45,22095784;1;;;;;
179;-1,019842433;0,704642575;-49,00787835;1;;;;;
180;-0,19578058;1,344947828;-90,21097102;1;;;;;
181;0,120910422;1,450535391;-106,0455211;1;;;;;
182;-0,970106386;1,021350762;-51,49468068;1;;;;;
183;-1,714686234;1,269270208;-14,26568832;1;;;;;
184;-2,131210639;1,497984264;6,560531955;1;;;;;
185;0,891645214;1,288133328;-144,5822607;0;;;;;
186;-0,524742106;1,460085579;-73,76289469;1;;;;;
187;-0,537370764;0,691797844;-73,13146178;0;;;;;
188;-1,181839444;0,998917225;-40,9080278;1;;;;;
189;0,181704057;1,030505704;-109,0852028;0;;;;;
190;-1,093036137;1,287517738;-45,34819316;1;;;;;
191;-0,078857833;1,042533355;-96,05710836;1;;;;;
192;-1,319426819;0,829580044;-34,02865906;1;;;;;
193;0,378565954;1,085063316;-118,9282977;0;;;;;
194;-0,931861268;1,241534775;-53,40693661;1;;;;;
195;-0,476912216;0,863628351;-76,15438922;1;;;;;
196;0,505922681;1,085564752;-125,2961341;0;;;;;
197;-0,339659953;0,948405461;-83,01700236;1;;;;;
198;-1,565853404;1,177975524;-21,70732982;1;;;;;
199;-0,347369403;1,233455496;-82,63152984;1;;;;;
200;-1,74999638;0,974044843;-12,50018098;1;;;;;
201;-0,377174399;0,932518188;-81,14128005;1;;;;;
202;-1,662727056;1,644226936;-16,8636472;1;;;;;
203;0,650729635;0,82289237;-132,5364818;0;;;;;
204;0,141951809;1,117489856;-107,0975905;1;;;;;
205;-1,219643007;0,869734615;-39,01784965;1;;;;;
206;-0,087403577;1,056539556;-95,62982113;1;;;;;
207;-1,154378058;1,164436666;-42,28109711;1;;;;;
208;-1,707102987;0,851978892;-14,64485066;1;;;;;
209;-1,221119447;0,940610476;-38,94402763;1;;;;;
210;-0,521497762;1,122278356;-73,92511188;1;;;;;
211;-0,565702415;1,12496516;-71,71487924;1;;;;;
212;0,584464777;1,916432759;-129,2232388;1;;;;;
213;0,091188911;1,255429108;-104,5594456;1;;;;;
214;-0,651545;0,940295589;-67,42275002;1;;;;;
215;-1,714057808;0,808676604;-14,29710959;1;;;;;
216;1,335676812;1,551226831;-166,7838406;0;;;;;
217;-0,62050099;1,127711461;-68,97495052;1;;;;;
218;-0,727080289;0,713398827;-63,64598557;1;;;;;
219;0,408194951;1,188203674;-120,4097476;0;;;;;
220;1,141632887;1,428042653;-157,0816444;0;;;;;
221;0,904836663;1,262846933;-145,2418331;0;;;;;
222;-1,242799867;1,440252281;-37,86000664;1;;;;;
223;2,548196278;2,030773453;-227,4098139;0;;;;;
224;2,843007989;1,863729791;-242,1503994;0;;;;;
225;-1,432796005;1,028267223;-28,36019975;1;;;;;
226;-0,666853661;1,976033345;-66,65731695;1;;;;;
227;-1,066349059;1,1733443;-46,68254706;1;;;;;
228;-1,906045215;0,991551619;-4,697739269;1;;;;;
229;-0,945742724;1,084308744;-52,7128638;1;;;;;
230;-1,085363537;1,03415773;-45,73182314;1;;;;;
231;0,980008929;1,269485103;-149,0004464;0;;;;;
232;0,777978471;1,050243669;-138,8989235;0;;;;;
233;0,645275327;1,259424603;-132,2637664;1;;;;;
234;-1,611391327;1,073576116;-19,43043363;1;;;;;
235;-0,849095703;0,935374762;-57,54521487;1;;;;;
236;-1,138572874;0,75383124;-43,0713563;1;;;;;
237;-1,060765436;1,18152545;-46,96172818;1;;;;;
238;1,07867856;1,453549738;-153,933928;0;;;;;
239;-0,733538194;1,429472833;-63,32309029;1;;;;;
240;-1,017920692;0,76187641;-49,10396539;1;;;;;
241;-2,097417289;1,16193782;4,870864447;1;;;;;
242;-0,324943622;1,021177502;-83,75281889;1;;;;;
243;-1,760016573;0,885981623;-11,99917135;1;;;;;
244;-0,224857185;1,170667044;-88,75714073;1;;;;;
245;-0,833194748;0,928889524;-58,34026258;1;;;;;
246;-0,356510086;1,219225365;-82,1744957;1;;;;;
247;0,976299639;2,018577201;-148,8149819;1;;;;;
248;-0,135331838;1,155537608;-93,23340808;1;;;;;
249;-1,01029785;0,861070149;-49,48510751;1;;;;;
250;-0,370744695;0,701128227;-81,46276525;0;;;;;
251;-0,944888307;1,213608771;-52,75558464;1;;;;;
252;1,405550613;1,687860409;-170,2775306;1;;;;;
253;0,161178083;0,937961056;-108,0589041;0;;;;;
254;0,928196132;1,180795964;-146,4098066;0;;;;;
255;-0,239300049;0,954268788;-88,03499755;1;;;;;
256;-1,315056237;1,241970766;-34,24718814;1;;;;;
257;0,17886481;1,715217708;-108,9432405;1;;;;;
258;-0,955241737;1,483821232;-52,23791317;1;;;;;
259;-0,466634852;1,522258924;-76,66825738;1;;;;;
260;-1,204681943;1,417215812;-39,76590286;1;;;;;
261;0,371173396;0,886477456;-118,5586698;0;;;;;
