;mean;sd;bias;cp;;Mean means;Mean Sds;Mean bias;Mean CP
1;0,920054417;1,15402959;-53,99727915;1;;0,956177754;1,005680743;-52,19111228;0,794
2;1,732667414;1,624562388;-13,36662932;1;;;;;
3;2,582598383;2,013684831;29,12991916;1;;;;;
4;1,184636441;1,190433541;-40,76817797;1;;;;;
5;0,353740139;0,497470436;-82,31299306;0;;;;;
6;1,033077566;1,18841309;-48,34612172;1;;;;;
7;0,637626736;0,784272326;-68,1186632;1;;;;;
8;0,474937599;0,654647338;-76,25312003;1;;;;;
9;1,358248686;1,173717596;-32,0875657;1;;;;;
10;0,952069504;1,088472557;-52,39652481;1;;;;;
11;0,672876679;0,878534842;-66,35616607;1;;;;;
12;0,740465698;0,876339253;-62,97671508;1;;;;;
13;0,46924386;0,655831469;-76,53780699;1;;;;;
14;2,421165177;1,644853949;21,05825886;1;;;;;
15;0,408414608;0,56593044;-79,57926961;0;;;;;
16;0,600554178;0,796800977;-69,97229111;1;;;;;
17;1,167805726;1,340390039;-41,60971368;1;;;;;
18;0,767292609;1,142162559;-61,63536954;1;;;;;
19;1,832431718;1,831685967;-8,378414116;1;;;;;
20;0,528378141;0,758132628;-73,58109293;1;;;;;
21;0,385752488;0,537984414;-80,71237561;0;;;;;
22;0,660990129;0,736755468;-66,95049354;1;;;;;
23;0,891065417;1,14210749;-55,44672914;1;;;;;
24;0,371995254;0,546380087;-81,40023729;0;;;;;
25;0,400013403;0,617491122;-79,99932987;1;;;;;
26;0,557161053;0,714721792;-72,14194736;1;;;;;
27;0,448399757;0,649660412;-77,58001215;1;;;;;
28;0,537007393;0,633692582;-73,14963037;1;;;;;
29;0,617460004;0,786781641;-69,12699982;1;;;;;
30;0,391398235;0,515502903;-80,43008824;0;;;;;
31;0,702529216;0,904696004;-64,87353921;1;;;;;
32;1,374737656;1,371134022;-31,26311718;1;;;;;
33;0,992023958;1,114538663;-50,39880208;1;;;;;
34;2,144441928;1,618778964;7,222096424;1;;;;;
35;0,481041255;0,673194063;-75,94793727;1;;;;;
36;0,20974271;0,310307834;-89,51286448;0;;;;;
37;0,600909785;0,87978914;-69,95451074;1;;;;;
38;0,250073006;0,354669921;-87,4963497;0;;;;;
39;0,511790884;0,679290539;-74,41045578;1;;;;;
40;1,40724659;1,218207812;-29,63767048;1;;;;;
41;0,490200825;0,830756617;-75,48995877;1;;;;;
42;1,445150298;1,225827839;-27,74248509;1;;;;;
43;0,441698511;0,662881252;-77,91507445;1;;;;;
44;0,44041646;0,638082054;-77,97917699;1;;;;;
45;1,22159042;1,451836825;-38,92047901;1;;;;;
46;1,607458525;2,055057655;-19,62707375;1;;;;;
47;0,176207893;0,242896201;-91,18960536;0;;;;;
48;0,344670405;0,53544811;-82,76647975;0;;;;;
49;0,433693496;0,560354959;-78,31532518;0;;;;;
50;0,288278673;0,439622467;-85,58606636;0;;;;;
51;1,014106466;1,21579562;-49,29467669;1;;;;;
52;2,035392343;1,962601125;1,769617149;1;;;;;
53;2,95104236;2,539349936;47,552118;1;;;;;
54;0,596887717;0,74208942;-70,15561416;1;;;;;
55;0,931719346;1,138194831;-53,41403268;1;;;;;
56;0,620675085;0,798022148;-68,96624574;1;;;;;
57;0,930894195;0,967985714;-53,45529026;1;;;;;
58;0,911759854;0,912197175;-54,41200732;1;;;;;
59;0,621514304;0,784686026;-68,92428479;1;;;;;
60;0,583477822;0,922492134;-70,82610892;1;;;;;
61;1,131976796;1,136661514;-43,4011602;1;;;;;
62;0,618729221;0,831030412;-69,06353895;1;;;;;
63;3,215565099;2,079554316;60,77825496;1;;;;;
64;0,389362033;0,514093983;-80,53189835;0;;;;;
65;1,249131207;1,422613507;-37,54343966;1;;;;;
66;0,344322985;0,50612747;-82,78385073;0;;;;;
67;1,18690116;1,267888102;-40,654942;1;;;;;
68;0,953281329;1,075220502;-52,33593355;1;;;;;
69;1,30310793;1,372041294;-34,8446035;1;;;;;
70;0,756305902;0,98533672;-62,1847049;1;;;;;
71;0,512229202;0,667924751;-74,38853992;1;;;;;
72;1,640670373;1,342833871;-17,96648136;1;;;;;
73;0,364081562;0,49823751;-81,79592189;0;;;;;
74;0,520645489;0,801067615;-73,96772556;1;;;;;
75;1,118798806;1,279724149;-44,06005968;1;;;;;
76;0,665009893;0,840455063;-66,74950533;1;;;;;
77;0,727888024;0,857940652;-63,60559878;1;;;;;
78;1,486768997;1,615998052;-25,66155016;1;;;;;
79;1,687393847;1,33783883;-15,63030764;1;;;;;
80;0,751457086;1,042433946;-62,42714572;1;;;;;
81;0,723962005;0,950489641;-63,80189977;1;;;;;
82;0,29870434;0,425117575;-85,06478298;0;;;;;
83;2,053228537;1,664750328;2,66142685;1;;;;;
84;0,380174781;0,557302773;-80,99126094;0;;;;;
85;2,936531918;2,281321195;46,82659591;1;;;;;
86;3,081032032;2,024204489;54,0516016;1;;;;;
87;4,230966823;2,680267273;111,5483411;1;;;;;
88;1,698171396;1,583192836;-15,0914302;1;;;;;
89;0,726811276;0,935377263;-63,65943619;1;;;;;
90;0,263376553;0,395440673;-86,83117237;0;;;;;
91;0,914549161;0,88418532;-54,27254194;1;;;;;
92;0,392752661;0,564753855;-80,36236695;1;;;;;
93;0,57164202;0,842075545;-71,41789902;1;;;;;
94;0,369325825;0,52222919;-81,53370874;0;;;;;
95;2,080093789;1,83213534;4,004689461;1;;;;;
96;0,480661557;0,66871534;-75,96692215;1;;;;;
97;1,786507076;1,761992269;-10,67464618;1;;;;;
98;0,591945281;0,993177379;-70,40273596;1;;;;;
99;0,287881367;0,451107458;-85,60593167;0;;;;;
100;0,493998115;0,657486214;-75,30009423;1;;;;;
101;0,362680962;0,442407917;-81,86595189;0;;;;;
102;0,676574619;0,779404032;-66,17126904;1;;;;;
103;1,156993212;1,301512138;-42,15033942;1;;;;;
104;0,679408829;0,897330318;-66,02955857;1;;;;;
105;0,28185583;0,423941929;-85,9072085;0;;;;;
106;1,020320524;1,070996906;-48,98397379;1;;;;;
107;1,796724027;1,385143288;-10,16379867;1;;;;;
108;0,227891879;0,330994252;-88,60540603;0;;;;;
109;0,726040118;0,910897077;-63,6979941;1;;;;;
110;0,238251414;0,333236948;-88,08742932;0;;;;;
111;0,833110711;1,00924679;-58,34446444;1;;;;;
112;0,588316602;0,937556384;-70,58416992;1;;;;;
113;0,564091552;0,709844104;-71,79542241;1;;;;;
114;0,623021;0,832880029;-68,84894998;1;;;;;
115;0,607505988;0,900116329;-69,62470061;1;;;;;
116;1,740401249;1,785545663;-12,97993753;1;;;;;
117;0,966374657;1,0895436;-51,68126717;1;;;;;
118;1,503290273;1,435698701;-24,83548634;1;;;;;
119;0,503419818;0,743372857;-74,82900912;1;;;;;
120;0,462012962;0,661355364;-76,8993519;1;;;;;
121;0,906923049;1,213521249;-54,65384755;1;;;;;
122;1,048513492;0,934822094;-47,57432539;1;;;;;
123;0,379234234;0,608104871;-81,0382883;1;;;;;
124;0,601646222;0,94579401;-69,91768891;1;;;;;
125;1,152712515;1,231646495;-42,36437426;1;;;;;
126;0,376135692;0,545023726;-81,1932154;0;;;;;
127;0,222356795;0,319114547;-88,88216023;0;;;;;
128;0,826606455;1,103871034;-58,66967724;1;;;;;
129;2,159886899;1,769501791;7,994344939;1;;;;;
130;2,20511047;2,014271679;10,2555235;1;;;;;
131;0,542041874;0,794435322;-72,89790628;1;;;;;
132;0,890349951;0,989451674;-55,48250245;1;;;;;
133;1,058969201;1,200156261;-47,05153996;1;;;;;
134;3,07833037;2,89536252;53,91651848;1;;;;;
135;0,679171548;0,793444559;-66,04142259;1;;;;;
136;2,160435786;1,830871845;8,021789321;1;;;;;
137;0,423715048;0,661292185;-78,81424762;1;;;;;
138;0,811171963;0,867741302;-59,44140185;1;;;;;
139;0,576173821;0,791644152;-71,19130897;1;;;;;
140;2,746150887;1,947394119;37,30754437;1;;;;;
141;0,515517094;0,775282345;-74,22414532;1;;;;;
