"";"alpha";"beta";"lambda";"lp"
"47";3235,08736128515;2295,44125318262;2188,72306327653;2199,54345089632
"48";3065,81212911864;2506,62948717354;2869,91664486055;2249,29297852209
"49";3638,18269887859;2764,1008184809;3009,98937269602;2497,56292142644
"50";3010,14387434824;2649,59591238897;2895,13043496904;2448,56437310173
"51";3453,15167255603;2573,65340501886;2852,34896639059;2206,79752064328
"52";2869,5771135056;3031,78657745404;2641,54547524457;2510,44721264141
"53";3430,14640540632;2562,43372030405;2811,21461002233;2362,89093790193
"54";3072,92885860061;2420,15524638974;2500,42514281617;2218,23821268205
"55";2525,40762837198;2539,47885451551;3066,36962056823;2032,13239972673
"56";2899,21531745257;2752,85831544373;2572,04328507315;2220,85469624663
"57";2965,59386131489;2863,32009498554;2814,872513358;2713,61510123294
"58";3299,36270124254;2771,25163508889;2717,30090787235;2536,60784781835
"59";3201,14307223136;2979,33714855459;2898,07911527561;2778,37710320361
"60";3493,59405258955;3286,03863168015;3380,5804530357;2547,96582122907
"61";2974,11496831449;3045,47012472382;2688,58232173856;2274,27042850509
"62";3354,73353381251;2594,30914456706;2711,31293512926;2148,60731633664
"63";3665,67006286044;2778,86750780336;2832,76646729896;2567,86803110199
"64";3239,24320831909;2932,54669565502;2977,67901771134;2772,74305302207
"65";2907,71857879623;2690,63991136278;2673,52360868152;2384,45037856144
"66";3167,06696893856;2648,77196286659;2574,2649569858;2599,06363048307
"67";3385,95182516897;2841,55791262227;2893,40254825236;2536,0387168262
"68";3201,66583500174;2444,14753742783;2539,11481225755;2363,28061669483
"69";3193,97305072825;2488,48891661038;3004,1571866112;2432,12721256774
"70";3266,85795282371;2811,5352699526;2847,23787166262;2831,99666690532
"71";3659,87545788614;2608,22384066136;2603,95634988245;2482,07019985288
"72";3774,785034414;2815,07813618949;3059,2981233142;2551,50898012769
"73";3127,42693541642;2811,29579149653;2948,83866383341;2382,00656848917
"74";3056,88398563285;2447,43029112949;2060,74518499191;2701,47770088569
"75";3334,67276839633;2569,92754130296;2321,74210467225;2319,55578126715
"76";2951,96446478795;2317,63738449475;2602,1419744014;2360,20678351782
"77";3679,3101064555;2978,94567081646;3019,82094884726;2486,83896009101
"78";3432,12808446041;2986,54710013652;2825,38011014514;2561,61369230579
"79";3271,03460589544;2733,49077651783;2556,45382546925;2578,71270644875
"80";3390,56677539971;2604,29405482155;2512,01049665447;2375,18007013351
"81";3076,47594094802;2690,72597570697;2727,74829727683;2301,07083099471
"82";3093,27869563721;2737,26170342443;2848,32145823971;2228,64412520465
"83";3537,11703125126;3309,34330502801;3603,88351263384;2455,6082638206
"84";3058,88230346725;2609,69274296376;2500,71346413741;2206,56534055898
"85";3340,57421303733;2993,28444342302;2913,42885061561;2530,46298162704
"86";2992,97959558198;2541,71508952098;2130,98672807943;2436,37402165594
"87";3007,00272646804;2755,79839267973;2633,49924722939;2099,18252208255
"88";3530,91505296707;2860,15959998182;2527,48076956509;2298,1810591069
"89";3286,05623192552;2443,7852954275;2696,04604891878;1911,53916132156
"90";3464,30511685752;3005,87149951458;2580,53518895757;2768,85741560617
"91";3679,28480007543;2390,12018450173;2452,44489964782;2207,21455732717
"92";2957,38648801174;2941,89794695103;2575,76622562979;2741,63119768089
"93";3361,81602941082;2890,09753093566;2966,42725384085;2260,88860942108
"94";3559,70607870266;2687,47961595304;2661,84288723291;2390,12706427553
"95";2892,10479010963;2567,27184870844;2661,79569953842;2448,15282619844
"96";3017,3517622162;2749,74223671223;2533,75926314289;2392,69465982847
"97";3367,55402977213;3242,44982042569;3427,17793765212;2514,34251080643
"98";3397,08888166886;2635,73815705441;2668,2979397942;3002,37525730333
"99";3500,50963404176;3202,61519337892;3195,71727587802;2750,62987346118
"100";3352,85856457774;2865,6178409002;2882,26627920785;2762,80050731135
"101";2884,4742104545;2398,23862331012;2609,98262993405;2480,16613795355
"102";3254,15590144383;2636,04647653435;2748,60032703529;2367,2482849367
"103";2989,02414183065;2800,83725185289;2871,52653079475;2239,71902844638
"104";3257,17455860317;2969,35465083736;3408,77339668147;2600,32150183545
"105";3262,95660472647;3172,57489587554;3002,30862414854;2711,87264390148
"106";3158,96208925923;2633,95350475277;2539,00001410697;2503,47581818313
"107";3220,2968072864;2650,7086096022;2623,42789467339;2432,11622043481
"108";3182,6188654854;2661,62635110259;2947,91934299085;2189,04477370004
"109";2722,13132556351;2182,0461306906;2112,6774707004;2421,2599070554
"110";3651,46021198125;3005,91095778607;3010,96701025738;2642,50014272145
"111";3091,94742274469;3397,5379457723;3335,79640300823;2318,90302951274
"112";3468,88517029351;2625,80163110175;2538,52803175197;2495,13576605846
"113";3852,17178434776;2516,49371925886;2487,59484608026;2346,79315289761
"114";3037,03115301375;3029,42210912648;3180,55684898938;2564,99156651563
"115";3532,37581304397;2638,99697738862;2689,27264856123;2484,9235219331
"116";3406,72125583843;2799,06342581054;2644,61487582823;2592,91080586262
"117";3273,53005554869;2411,97411686341;2392,21620367484;2613,36588254961
"118";2768,42308239794;2458,41229922742;2264,74627104857;2060,99759752883
"119";3783,28327834608;2521,12909372747;2499,64733443228;2845,00238975949
"120";3194,73243778856;3306,59389020432;3464,24570007168;2072,94002266532
"121";3381,60207203531;3138,25797217954;3099,18171035527;2681,52086232527
"122";3174,96130727805;2599,92757311825;2540,82100323322;2312,40618384962
"123";3509,68143210072;2780,45136855973;2718,20411622631;2666,05768172339
"124";3574,25277666262;2766,39864255902;2668,21349987997;2296,29552837285
"125";2236,98946581369;2271,38451153384;1813,69612918204;2451,47909337017
"126";3388,13630898795;2662,33302762717;2535,67195352959;2529,77862427023
"127";3319,59162351566;2591,19403910889;2730,90469447246;2675,6087187797
"128";2863,37583215022;2435,4716447182;2431,67487154957;2719,25788087085
"129";2428,83553833223;1812,64541837569;1616,05913377827;2156,46629101248
"130";3496,63658986189;2877,29297312866;2866,42187052665;2452,20394052928
"131";3121,74825423151;2981,90719196171;2802,8760647972;2664,62789404994
"132";2727,21850725703;2341,57783337922;2302,88863677152;2004,3536928916
"133";3527,99383100414;2795,79397048777;2961,06925507147;2648,97096388388
"134";2691,15268745929;2815,86774679534;2431,16939409064;2236,71248325882
"135";3142,70616063399;2352,01642019491;2304,16462351427;2340,30678202772
"136";3020,36143933863;2485,89693559609;2614,50776254704;2259,17917150203
"137";3252,37242983304;2705,26450983476;2677,27909525033;2234,25500354075
"138";3123,85807695844;2137,124109635;2381,83727970369;2266,99569220947
"139";2560,66650757255;2577,93036655308;2403,08873861524;2281,71289748536
"140";3451,367633954;3043,3743961989;3070,30881463792;2513,5145121078
"141";3459,68132789635;2482,28910498185;2772,97447700722;2390,45633662719
"142";3988,31179190703;2950,94412179151;3227,70816079765;2302,07560664187
"143";3525,59222103276;2564,93552436677;2595,93664810789;2578,58252640168
"144";3563,49785014041;3146,77706671047;2905,11174270395;2436,62637066165
"145";3160,32789737089;2662,83114928806;2543,89782007576;2556,62471118068
"146";2795,31800297289;2534,56228492623;2389,82670336206;2485,23164732891
"147";3417,26151861531;3373,054510602;3269,695832107;2535,50205942697
"148";3334,75746931369;3008,50808613326;2760,98720891105;2510,13474769262
"149";3218,54913025663;2907,28575042283;3265,64665983444;2734,3012509929
"150";3163,5055384335;2221,05977318005;2265,96553525958;2448,50063569786
"151";2533,43034710592;2201,43980992555;2096,65266169896;2505,02024273376
"152";3297,68568814983;2918,10140924709;3177,96076047394;2663,43845928114
"153";3100,69665610823;2237,06115760937;2275,29218621821;2584,21853594708
"154";3488,38740857324;2740,70017961267;2948,69375652438;1919,90738244326
"155";3045,52227969031;2149,04005596845;2391,11014269157;2055,22589605273
"156";3731,98050152639;2634,61958349417;2883,37442165038;2279,60528202996
"157";3209,86912698468;2537,35520348489;2710,99101285603;2164,32326924027
"158";4089,3286910398;2890,41618837377;2879,01227364163;2534,12572975808
"159";2059,38108885186;1252,41686237338;1378,69464059437;1548,38208667373
"160";2653,97741536337;2403,49182752834;2284,2539155514;2457,82444368542
"161";3161,81873240833;2222,02583697701;2378,38253166988;2356,7069228444
"162";2601,62475630852;2577,07631463342;2401,02091929016;2350,18833171542
"163";3003,39162168116;2974,40326156827;2822,37184180206;2662,56301172288
"164";3012,9799738372;2614,06859338903;2670,32820841824;2485,37209498542
"165";3148,08891829578;2678,8989983665;2689,27870330004;2329,96730836843
"166";2970,84115914497;2619,27418011544;2624,6442370114;2335,93685961402
"167";3434,56096152561;2862,63867007817;2932,11298376759;2148,47897717081
"168";3546,70877792994;3123,12909951177;2954,0141316156;2421,99757874879
"169";3717,65152090599;2702,15890552461;2918,15934419168;2446,01649185316
"170";3017,93443789583;2806,18047011619;2718,89991024406;2252,8269233975
"171";3282,89617042964;2490,29472639814;2673,65160097329;2481,93612124573
"172";3164,95524189935;2577,35560751102;2813,02910747427;2060,70898341825
"173";3460,40587803913;2734,37300612036;2723,4923701044;2521,52252617165
"174";2880,10019899008;3037,79375423231;2645,39232837282;2178,11597009186
"175";3267,85572789608;3078,16447797041;2711,61111213108;2546,59301915733
"176";3482,96339653298;3047,26060813133;2900,08679365048;2437,55255938591
"177";3416,20326314283;2626,5401848686;2750,9824879175;2370,71316497513
"178";3414,3771202011;3010,73616990221;3050,35749057429;2503,86639589486
"179";3506,96109377212;3108,81215151413;3044,56823227592;2695,45347333766
"180";3608,87689336372;2535,22439986822;2797,85591481203;2407,75260976595
"181";3111,79257406123;2871,58718211646;2731,95026798063;2477,58121716198
"182";3243,9875345085;2821,40046677373;2816,33276158585;2585,43403662736
"183";3690,9396207533;2161,37650906144;3013,40708129149;2285,42838391684
"184";3246,13463561642;2852,88800009362;2994,6941653701;2439,88086427126
"185";3462,88389131154;2668,37588677018;2613,63292907181;2750,73791528347
"186";2949,36236955245;2481,53586419354;2236,32837215069;2565,18404827163
"187";3135,40521859424;3072,73941196959;2816,31156842034;2471,91858401231
"188";2906,40918939778;2251,11258085954;2297,89963685474;2081,23247230749
"189";3071,32230380796;2552,30847855393;2509,42092442626;2318,71245622616
"190";3195,2956651653;2773,65679738894;2664,34075211583;2454,47252909569
"191";3007,29987215549;2396,76700503388;2501,82480488193;2715,75641899908
"192";3211,20351545309;3154,9180496907;3311,96619429006;2716,75205636124
"193";2808,11258909512;2319,25690919837;2249,52134979481;2161,74192717558
"194";3303,85744478041;2582,46565895179;2605,43008983226;2238,08809902429
"195";3317,09282690178;2720,63866756376;2834,98870567587;2486,09865234575
"196";2263,3006207614;2921,67665105872;2298,63887635321;1989,6371984548
"197";3676,89173738954;2502,43305998407;2770,68712805025;2552,93222106543
"198";3177,3724798025;2400,77595034399;2424,86730164165;2353,02081403528
"199";3083,18079483963;3327,90830424243;3179,03941303969;2677,50437359013
"200";2554,74343192497;2348,85360080308;1994,35159337723;2444,25611922079
"201";3124,58857620998;2519,24896856156;2551,87138481036;2548,91432444901
"202";2966,92736612753;2992,21293365695;2964,49257426052;2485,62236568097
"203";2580,07404346084;2504,84655632139;2257,86852822971;2484,81460506847
"204";3286,66606331556;3380,8604451887;3149,85132762254;2363,64787665059
"205";2766,65888090811;3117,55700493722;2813,81831930485;2846,01029899232
"206";3253,38938922764;2943,30719817489;2759,79516376925;2458,06486023106
"207";3291,96633107253;2747,91325676419;2479,02703252709;2529,36096677175
"208";3223,18114108629;2744,24540022906;2652,04145185841;2314,98557274319
"209";3001,48527234913;2483,78554620645;2502,75607308146;2449,39984844069
"210";3037,31280844978;2422,96023540133;2412,16003497361;2474,56661026767
"211";3571,56591483196;3081,61997328186;2930,47085611604;2737,05260629677
"212";2902,64501114244;2352,86778586272;2412,85686965038;2139,46757578632
"213";3504,71573652593;2666,67964868353;2821,4545175174;2644,71582717348
"214";3683,53894159899;2688,81396384513;2615,64632982551;2604,59597003963
"215";3554,20372390532;2541,51288867664;2758,91987433058;1971,6046739558
"216";3625,88417608063;2660,80615359661;2725,55119662553;2478,75912135477
"217";3216,24126001116;2650,80452184747;2795,92831489824;2595,82338720098
"218";2982,85219893184;2607,02726752074;2301,30518260842;2302,06478430862
"219";2581,48749333115;3063,21093815229;2930,58240533803;2687,7345852031
"220";3825,92484826447;2793,27852521601;2872,1519609355;2830,23998813803
"221";2949,85613508888;2787,27224142007;2766,92580082765;2471,15231360768
"222";2770,10370724546;2681,78804417068;2407,95036214413;2592,71852599809
"223";3473,09415623221;2936,40272008297;2663,30806063986;2368,16758035372
"224";3181,43178597358;2905,0815616858;2812,10626291666;2217,21010685361
"225";3493,08309692169;2976,79747146399;3352,05942434405;2582,94559659409
"226";3279,9361570629;3028,21284465308;2988,07953413271;2448,6916498567
"227";2759,69510240667;2609,52357857993;2390,79673074052;2564,13893224137
"228";3570,45095036991;2911,01287482468;3030,98599503006;2468,91244272577
"229";2739,38695522759;2694,11409902071;2588,54489598007;2385,83895927244
"230";3363,47739875413;2657,34744634706;3082,60082295037;2243,80227076282
"231";3631,96475005232;2834,16688809718;2833,75679252397;2307,11547983958
"232";3609,60852054921;2892,88636955153;3102,08699521966;2575,78569436296
"233";3712,65785733155;2769,09367322234;2716,0476856148;2636,20082444499
"234";2948,92678963277;2444,8269348657;2408,72222677967;2029,9904198222
"235";3730,83753984387;2844,00499961662;2820,46185008878;2537,71607682586
"236";3379,83268455551;2811,76735823974;2664,61381281185;2642,63328005374
"237";3429,32935397712;2145,68306739125;2635,8799474327;2127,1302705918
"238";3158,36467442968;2542,75437677585;2728,43069386849;2180,92957944489
"239";3714,22363635382;2678,83909492569;2547,82302180141;2555,0446088834
"240";3159,46743752897;2673,24225766952;3149,03556779328;2102,65850000618
"241";2715,6632544788;2895,19153049952;2467,64915806822;2581,82164465965
"242";3512,84863390671;2822,82852996716;3093,53806694514;2592,11503621733
"243";3346,626374227;2718,95883114932;2761,72976908762;2370,82945644166
"244";3191,64596266246;2554,05928081045;2656,21035992391;2357,06042083003
"245";2906,55540579333;2742,78508725512;2516,53346642266;2234,27816409289
"246";2616,45063452702;2582,32774863496;2649,19222023608;2026,46791350531
"247";3513,277831985;2845,76483446293;2836,26620160045;2456,92833752891
"248";3361,33056017445;2426,46558316688;2611,77816856454;2335,11193838834
"249";3345,21362301427;2749,37769102283;2628,59352821184;2620,26689460775
"250";3548,42061726017;2880,22973795639;2992,05246652842;2512,90624586411
"251";3008,7235713788;3155,98928746904;2499,42100192088;2960,55773733699
"252";3330,08011312941;2502,86772163639;2672,58235165586;2234,64412591083
"253";2932,09572661846;2686,53149666386;2415,25918464305;2291,904750125
"254";3386,12062499812;3007,99969289663;3199,49155017619;2865,61044968642
"255";3022,72342809744;2722,82632680146;2638,72051142708;2431,60831828406
"256";3146,4998447104;2252,85631984546;2411,12241590192;2265,6458752658
"257";3072,25725149671;2710,15916057218;2478,06747686017;2317,52793282409
"258";3489,60318051486;3207,3091049379;3096,07937703543;2244,54627571476
"259";2811,86359201259;2457,84902676358;2251,65166771584;2219,29036904327
"260";3717,4467869225;3160,13852002422;2638,61366689442;2595,77200618004
"261";3452,88774545456;3041,23961075536;2756,34805584615;2501,65942962702
"262";2814,12477381222;2689,64148096802;2563,14784329161;2557,47751096342
"263";2887,20800343114;2532,92366616826;2592,35991423775;2355,65691586242
"264";3316,22373500286;3116,91780317914;2387,66666349423;2356,56678282478
"265";2624,57712088699;2588,22012497324;2421,70466119373;2508,39769034737
"266";3131,03391807691;2908,20250280051;2589,54077502075;2537,54182175427
"267";3652,0310546504;2961,49036491454;3005,03588858839;2604,3313373712
"268";3085,18263518451;2773,4098926019;2645,49630689174;2421,5435547645
"269";2517,46173774805;2527,17385274598;2345,97969366472;2033,1363463089
"270";3642,86265701607;2179,25742132123;2539,20237499115;2598,68401526423
"271";3512,66332078994;2748,57314115083;2624,69983268291;2471,68601086509
"272";3034,09957602946;2223,64262224841;2265,12907145074;2260,05979412068
"273";2908,1956103762;3278,91750502625;2912,71742170248;2686,96814060353
"274";2674,98870993632;2934,31655280707;2780,12284197501;2349,38263237014
"275";3810,62187577042;2750,8264645923;2738,49388534092;2442,99257775114
"276";2956,55022489113;2951,6619402603;2873,61490574366;2510,62397152246
"277";3431,14863615264;2877,60720056694;3402,9190981175;2703,75735381737
"278";3278,63021004104;3181,04679707296;3058,49996598144;2616,51482586809
"279";3251,44131527775;2943,76898515353;2649,87044215659;2429,75693572394
"280";2930,47481787549;2591,83702869827;2379,32331974069;2319,00969337025
"281";3176,19058528556;3176,93073972779;2966,77898235138;2586,9629041803
"282";3613,98960156078;2442,11763179749;2652,27488834579;2455,18218411123
"283";3480,30280764599;2742,92236081841;2936,58553659564;2325,72272682075
"284";3310,98252324278;2819,70426596246;2634,45745693096;2359,70070793144
"285";2905,57983978785;2806,18636425948;3239,66487170809;2297,86327853299
"286";2890,98092629434;2293,0121224949;2015,02464650091;2426,24573693399
"287";3296,22906145954;2966,34794766024;2973,68653058936;2309,963649789
"288";3592,43667963641;3006,24404132124;2953,31283335593;2410,24388589883
"289";2983,80816639938;2759,61555856282;2879,13350831952;2189,7806181098
"290";3168,9434922196;2590,97938263506;2403,3752223946;2122,78659147187
"291";3274,24367367344;3144,42248528739;3059,01272212374;2353,64705038295
"292";3458,7445515952;2699,78847538154;2708,37997721083;2451,5187619637
"293";3201,14573188718;3017,46951865832;2896,82494128037;2920,91580431237
"294";3112,47124629391;3014,79920735116;2551,66057033223;2537,7640504604
"295";3201,33675048197;2502,66215604796;2596,83317993177;2302,57544038363
"296";3344,82963299541;2776,49878310167;2477,00949464042;2463,76143642089
"297";3444,01916190225;2334,34412474064;2591,81225991218;2293,35738507171
"298";3681,86317363203;2840,90082231625;2673,71537102188;2744,26444662823
"299";3594,13953274503;3057,25040369767;3213,03941055072;2708,7487209798
"300";2995,57424484368;2472,81837110175;2593,87560875341;2415,02824654799
"301";2640,67761562194;2995,2933140709;2651,80499528506;2214,80725316689
"302";3342,94709625328;2695,19595447951;2785,11558823311;2393,75950379983
"303";3280,92234323975;2602,13713913985;2636,50583367228;2557,00151881936
"304";3270,12217865888;2801,24336136557;2595,83238767857;2352,00543382132
"305";2601,07612866737;2570,26583114659;2244,4542562387;1834,03075110287
"306";3172,52917150593;2444,14857107454;2435,97632199629;2062,83787815875
"307";3023,13512613188;2787,49407529271;2615,65608254401;2034,59732440258
"308";2861,57995106304;2487,3621833074;2512,90271142754;2177,39421099408
"309";3320,03914689674;3049,3019998677;3013,76428697091;2107,70504829953
"310";3077,45483255861;2959,83152722408;2677,70395528604;2590,24355824296
"311";2900,35842220426;2733,77102319789;2424,16835695816;2475,05296490672
"312";3208,50953516552;2759,38223702614;2875,16378926074;2454,73150453213
"313";3270,1411865625;3000,50208965702;3269,59194947239;2388,72233530105
"314";3347,20682838485;3282,20303612258;3503,79949792572;2400,43037272952
"315";2971,98320179197;2859,47031357752;2588,67420268525;2512,93579090806
"316";3704,4880132079;2661,35126395805;2650,23659872111;2655,8447369479
"317";3371,63810484353;2578,4343663701;2841,82432739504;2523,1018613806
"318";2301,12561462263;2242,96560809887;1626,00235950243;2235,76685717361
"319";3414,65039758403;2757,5257624106;2782,15220327275;2321,43065499573
"320";2807,11845455483;2860,1893529214;2731,72271055942;2383,79993307111
"321";2871,45056679547;2386,48790527885;2386,26062027635;2436,48939373235
"322";3330,01859661786;3324,48213885852;3158,11838274443;2214,18494136622
"323";2754,62222423673;3009,319419292;2577,58717775421;2861,36440519801
"324";3328,27716098062;2954,50250980797;2989,99019150989;2678,09055140551
"325";3419,45919385476;2853,2445200039;3265,4637565383;2443,16542076729
"326";2766,25851092636;2668,43717731118;2599,3496108517;2670,59549476549
"327";3272,55774183524;2735,24802750065;2647,60404885021;2373,80381729891
"328";3101,65575242102;2701,3934602583;2642,73401762164;2697,23715204106
"329";3460,57037667524;3080,50335059069;2918,38296602577;2657,16291970071
"330";2943,41746711706;2437,992392513;2363,71870909172;2454,99077361948
"331";3204,65052737784;2726,60351608799;2728,47525255212;2465,74209410957
"332";3466,0562710009;2774,10361201478;2806,42831556175;2518,30148672873
"333";3039,18571909691;2648,35037389711;2932,03453023821;2485,1136569142
"334";2911,00695422226;2580,40130401037;2375,04641555635;2482,7143202992
"335";3754,76070695165;2775,10082953009;2734,89679076375;2389,28071123947
"336";2807,70237927161;2521,89116496757;2577,24724614232;2394,65956122269
"337";2817,38870305361;2295,86206804079;2191,98009649528;2016,63721718954
"338";3507,28423582092;3093,32622747553;3193,70966764323;2503,59044146215
"339";3074,78343833125;2506,06215535658;2509,20053914239;2388,75800099784
"340";3486,74641560472;2790,68097105944;2690,37501914217;2492,86390627209
"341";3642,19401109876;2858,45900799656;3018,9381772168;2571,31045163289
"342";3205,38575944771;2761,66596483161;2540,61503087769;2521,0177656793
"343";2796,66499335605;2438,52052454313;2555,89173810686;2315,11551366864
"344";2868,76019248054;2808,87802118842;2334,03457767037;2386,5531287164
"345";3202,19247025074;2498,46889238234;2907,05156415766;2508,65815632423
"346";3462,86263848179;2438,09956848775;2561,98352091029;1927,16667167632
"347";3204,12341923025;2332,14289932127;2433,91023759398;2414,88447376115
"348";3562,89584621034;2480,73771830881;2756,58456514563;2417,33003841381
"349";3470,77817262267;2844,52963550869;2830,54198115468;2650,07109612086
"350";3371,60300082916;2999,62293401291;2752,64178331313;2477,76248204968
"351";2951,1950916207;2377,77772983316;2437,25536099781;2452,85634073592
"352";3440,29888730709;2837,09316076375;2821,60311281512;2718,35544848928
"353";2641,97396884426;2339,16733003907;2194,62874518654;2722,34829089657
"354";3189,31820292379;2155,9172725938;2318,39053129364;2015,90883002518
"355";2974,90490598243;2832,6292911947;2796,84881984253;2670,49971790654
"356";3189,34652566244;2844,09084750686;2990,48873456225;2577,69720349983
"357";3213,63245030879;2601,84465624915;2658,32630903318;2676,97984895907
"358";3182,37008499092;2572,57506791449;2501,7465702726;2552,76947751235
"359";2872,171954578;3018,96885506612;3095,91540405502;2418,61022935008
"360";3445,07293100591;2404,90220802259;2490,56543898299;2074,46737706731
"361";3058,86842786605;2047,60660349554;2377,72301535419;2315,20837154689
"362";2716,72850336153;2574,51067774828;2465,47058736075;2256,15902424367
"363";2738,54132328835;2294,44511099146;2171,41542956833;2204,8110660672
"364";3394,25134521185;2800,82969199461;2836,32295658399;2556,12322537396
"365";3453,35054592425;2857,65431654869;2681,2131962762;2632,87374851496
"366";2424,61713197351;2497,63224453176;2361,90793813486;2638,25855366736
"367";3231,2709093655;2289,48652307919;2506,65854398033;2362,90814125295
"368";3503,24766257719;2650,31561406004;2826,45768700139;2222,67872873685
"369";3074,64237996747;2800,83245701731;3236,50369390088;2302,09037550351
"370";2894,130467199;2870,73462347735;2502,24218493304;2431,26249651335
"371";3308,7172157773;3030,95919069474;3057,89689717268;2299,55454409885
"372";3208,98403713611;2725,31805198477;2636,68024863568;2049,91659610029
"373";2757,6210779139;2692,34472105871;2521,3271127977;2107,19168014645
"374";2983,69964524031;2854,90531150527;2907,97684028096;2669,17736234046
"375";2629,29681287916;2618,56397454013;2677,02454394852;2671,12306344251
"376";2714,07993161797;2625,12910357706;2344,14108324841;2521,64432894556
"377";3302,28111726941;2435,37730359572;2500,55186403932;2161,52191137884
"378";3147,8824498384;2750,53107666274;2580,32625624019;2473,3888194527
"379";2769,92102881986;2776,04545647355;2181,89435420651;2770,93955405981
"380";2873,45952261797;2222,41884296491;2314,41750288362;2433,55152861374
"381";3382,10471698715;2449,65025642923;2899,29285200125;2263,24555960049
"382";3958,72995509929;2762,22263688528;3241,83737260006;2382,47733408437
"383";2920,7321559077;2630,82563104527;2297,22216116183;2346,46357986267
"384";3074,45653439022;2651,39647678398;2427,25663413304;2687,53037551059
"385";3259,83891945984;2825,54085191929;2814,50915920189;2677,88118461123
"386";3167,12439271167;2753,58251778038;2877,67250175104;2470,05266501337
"387";3250,66575417665;2684,59367015484;2900,6224338561;2633,31729820572
"388";3238,07608917831;2944,25108441405;2736,93120717184;2646,72328199722
"389";2781,51781289546;2651,8147978391;2298,26521714972;2444,31412022492
"390";2925,63536465026;2429,00641509471;2624,25936579381;2203,59095249377
"391";2763,4350755853;2562,84287844188;2447,14263222534;2615,73117928288
"392";3462,93064275024;2964,54440518628;3203,604492244;2655,35553992771
"393";3206,07100818377;2344,25211573193;2355,59041082511;2327,71982571861
"394";3182,22286587787;3381,36907300963;3323,9184999727;2538,4624220651
"395";3550,04401550273;2989,23824640622;3193,19627361546;2651,84097947949
"396";3317,66668254783;2725,41362671648;2936,42119021577;2354,7398687926
"397";3106,12313697995;2683,97921782438;2553,44221434354;2510,69755105744
"398";3113,0900982468;3133,42413921152;3524,29043897077;2470,82899323743
"399";3415,5060296634;2713,0323911173;2692,58701987349;2468,26418927204
