"";"x"
"1";0,58
"2";0,68
"3";0,58
"4";0,46
"5";0,6
"6";0,54
"7";0,58
"8";0,52
"9";0,62
"10";0,58
"11";0,44
"12";0,56
"13";0,54
"14";0,54
"15";0,54
"16";0,68
"17";0,56
"18";0,48
"19";0,54
"20";0,46
"21";0,6
"22";0,6
"23";0,5
"24";0,7
"25";0,74
"26";0,52
"27";0,54
"28";0,62
"29";0,52
"30";0,48
"31";0,66
"32";0,54
"33";0,54
"34";0,52
"35";0,52
"36";0,64
"37";0,56
"38";0,7
"39";0,62
"40";0,6
"41";0,56
"42";0,56
"43";0,68
"44";0,5
"45";0,58
"46";0,48
"47";0,62
"48";0,52
"49";0,52
"50";0,7
"51";0,46
"52";0,52
"53";0,68
"54";0,54
"55";0,62
"56";0,6
"57";0,64
"58";0,62
"59";0,66
"60";0,62
"61";0,58
"62";0,58
"63";0,52
"64";0,56
"65";0,6
"66";0,54
"67";0,56
"68";0,6
"69";0,58
"70";0,54
"71";0,6
"72";0,6
"73";0,5
"74";0,5
"75";0,52
"76";0,56
"77";0,5
"78";0,54
"79";0,68
"80";0,46
"81";0,58
"82";0,48
"83";0,54
"84";0,64
"85";0,5
"86";0,62
"87";0,66
"88";0,6
"89";0,52
"90";0,48
"91";0,5
"92";0,62
"93";0,54
"94";0,58
"95";0,66
"96";0,52
"97";0,76
"98";0,5
"99";0,6
"100";0,48
"101";0,62
"102";0,46
"103";0,64
"104";0,54
"105";0,5
"106";0,58
"107";0,64
"108";0,54
"109";0,52
"110";0,62
"111";0,62
"112";0,58
"113";0,54
"114";0,46
"115";0,62
"116";0,5
"117";0,64
"118";0,54
"119";0,54
"120";0,68
"121";0,48
"122";0,54
"123";0,58
"124";0,68
"125";0,56
"126";0,52
"127";0,52
"128";0,56
"129";0,58
"130";0,44
"131";0,72
"132";0,52
"133";0,5
"134";0,54
"135";0,52
"136";0,64
"137";0,48
"138";0,56
"139";0,52
"140";0,54
"141";0,6
"142";0,58
"143";0,58
"144";0,52
"145";0,56
"146";0,6
"147";0,56
"148";0,62
"149";0,54
"150";0,58
"151";0,62
"152";0,66
"153";0,54
"154";0,56
"155";0,5
"156";0,52
"157";0,7
"158";0,66
"159";0,48
"160";0,68
"161";0,44
"162";0,5
"163";0,52
"164";0,5
"165";0,62
"166";0,56
"167";0,5
"168";0,52
"169";0,54
"170";0,66
"171";0,54
"172";0,62
"173";0,54
"174";0,54
"175";0,64
"176";0,64
"177";0,62
"178";0,56
"179";0,52
"180";0,52
"181";0,7
"182";0,58
"183";0,7
"184";0,52
"185";0,66
"186";0,62
"187";0,66
"188";0,66
"189";0,64
"190";0,4
"191";0,58
"192";0,6
"193";0,64
"194";0,46
"195";0,56
"196";0,64
"197";0,64
"198";0,46
"199";0,6
"200";0,56
"201";0,62
"202";0,48
"203";0,58
"204";0,48
"205";0,66
"206";0,7
"207";0,62
"208";0,64
"209";0,6
"210";0,54
"211";0,5
"212";0,46
"213";0,54
"214";0,6
"215";0,58
"216";0,52
"217";0,62
"218";0,56
"219";0,58
"220";0,56
"221";0,66
"222";0,56
"223";0,56
"224";0,52
"225";0,54
"226";0,56
"227";0,7
"228";0,6
"229";0,7
"230";0,68
"231";0,68
"232";0,52
"233";0,58
"234";0,58
"235";0,6
"236";0,58
"237";0,54
"238";0,7
"239";0,56
"240";0,6
"241";0,58
"242";0,5
"243";0,56
"244";0,5
"245";0,56
"246";0,54
"247";0,64
"248";0,44
"249";0,6
"250";0,74
"251";0,48
"252";0,54
"253";0,62
"254";0,5
"255";0,58
"256";0,6
"257";0,66
"258";0,5
"259";0,62
"260";0,62
"261";0,64
"262";0,64
"263";0,7
"264";0,68
"265";0,56
"266";0,44
"267";0,7
"268";0,5
"269";0,54
"270";0,62
"271";0,6
"272";0,48
"273";0,44
"274";0,54
"275";0,54
"276";0,6
"277";0,4
"278";0,6
"279";0,56
"280";0,68
"281";0,54
"282";0,48
"283";0,44
"284";0,62
"285";0,56
"286";0,64
"287";0,62
"288";0,76
"289";0,52
"290";0,48
"291";0,56
"292";0,52
"293";0,54
"294";0,52
"295";0,62
"296";0,54
"297";0,62
"298";0,6
"299";0,5
"300";0,64
"301";0,52
"302";0,62
"303";0,54
"304";0,7
"305";0,54
"306";0,64
"307";0,54
"308";0,58
"309";0,6
"310";0,52
"311";0,54
"312";0,56
"313";0,66
"314";0,52
"315";0,62
"316";0,66
"317";0,6
"318";0,66
"319";0,6
"320";0,44
"321";0,54
"322";0,6
"323";0,48
"324";0,66
"325";0,48
"326";0,48
"327";0,58
"328";0,6
"329";0,48
"330";0,7
"331";0,48
"332";0,64
"333";0,46
"334";0,52
"335";0,58
"336";0,62
"337";0,6
"338";0,66
"339";0,64
"340";0,48
"341";0,62
"342";0,66
"343";0,54
"344";0,54
"345";0,5
"346";0,52
"347";0,68
"348";0,64
"349";0,62
"350";0,54
"351";0,62
"352";0,58
"353";0,68
"354";0,6
"355";0,64
"356";0,66
"357";0,58
"358";0,46
"359";0,68
"360";0,54
"361";0,62
"362";0,54
"363";0,52
"364";0,52
"365";0,6
"366";0,66
"367";0,56
"368";0,56
"369";0,54
"370";0,62
"371";0,54
"372";0,54
"373";0,58
"374";0,6
"375";0,6
"376";0,6
"377";0,6
"378";0,66
"379";0,7
"380";0,42
"381";0,48
"382";0,64
"383";0,62
"384";0,5
"385";0,5
"386";0,58
"387";0,56
"388";0,62
"389";0,56
"390";0,68
"391";0,52
"392";0,52
"393";0,42
"394";0,7
"395";0,62
"396";0,52
"397";0,56
"398";0,4
"399";0,52
"400";0,54
"401";0,3
"402";0,54
"403";0,58
"404";0,54
"405";0,44
"406";0,58
"407";0,56
"408";0,56
"409";0,52
"410";0,44
"411";0,58
"412";0,52
"413";0,56
"414";0,7
"415";0,5
"416";0,5
"417";0,56
"418";0,58
"419";0,66
"420";0,56
"421";0,48
"422";0,48
"423";0,52
"424";0,66
"425";0,64
"426";0,6
"427";0,52
"428";0,56
"429";0,58
"430";0,58
"431";0,56
"432";0,46
"433";0,56
"434";0,5
"435";0,44
"436";0,58
"437";0,52
"438";0,68
"439";0,56
