;mean;sd;bias;cp;;Mean of means;Mean of SDs;Mean Bias;Mean CP
1;1,898018572;0,108415847;-5,099071417;1;;2,00132494;0,113811693;0,066247022;0,95
2;2,057043733;0,117096624;2,852186661;1;;;;;
3;2,065771205;0,11824198;3,288560235;1;;;;;
4;2,088742091;0,121674272;4,437104553;1;;;;;
5;1,970866716;0,119466954;-1,456664213;1;;;;;
6;1,948216826;0,110462575;-2,589158702;1;;;;;
7;2,042457153;0,124175997;2,122857657;1;;;;;
8;1,879598135;0,110852699;-6,020093227;1;;;;;
9;2,222592467;0,12808208;11,12962336;1;;;;;
10;2,149081354;0,124779183;7,454067693;1;;;;;
11;2,124613567;0,12208202;6,230678372;1;;;;;
12;1,803937823;0,102917046;-9,80310884;1;;;;;
13;2,080407249;0,114958274;4,020362453;1;;;;;
14;2,197863859;0,130540298;9,893192959;1;;;;;
15;2,017124961;0,112181399;0,856248047;1;;;;;
16;2,004625254;0,118220366;0,231262695;1;;;;;
17;2,158603003;0,119863861;7,930150138;1;;;;;
18;1,91323501;0,108350379;-4,338249512;1;;;;;
19;1,992793634;0,111781053;-0,360318316;1;;;;;
20;1,985575056;0,112514617;-0,721247215;1;;;;;
21;2,02888997;0,118543266;1,444498511;1;;;;;
22;1,98236784;0,107321265;-0,881607978;1;;;;;
23;1,973411308;0,112164038;-1,329434579;1;;;;;
24;2,170069463;0,125647501;8,503473137;1;;;;;
25;1,983547511;0,111552848;-0,822624458;1;;;;;
26;1,960738265;0,110256816;-1,963086765;1;;;;;
27;1,872270873;0,11086194;-6,386456347;1;;;;;
28;1,974778575;0,111735106;-1,261071262;1;;;;;
29;2,283904127;0,130615634;14,19520635;0;;;;;
30;1,889433761;0,105535168;-5,528311933;1;;;;;
31;2,01486354;0,117251;0,743176996;1;;;;;
32;2,13813969;0,121099911;6,906984494;1;;;;;
33;1,917503652;0,108672176;-4,124817425;1;;;;;
34;1,702961436;0,098001692;-14,85192822;0;;;;;
35;2,175048309;0,124227191;8,752415457;1;;;;;
36;2,239326073;0,125708626;11,96630363;0;;;;;
37;2,079428051;0,123057318;3,971402544;1;;;;;
38;2,205091535;0,129515612;10,25457674;1;;;;;
39;1,843470593;0,104334395;-7,826470372;1;;;;;
40;1,829372484;0,100942192;-8,531375785;1;;;;;
41;2,102470452;0,121008243;5,123522591;1;;;;;
42;2,026738643;0,112338269;1,336932161;1;;;;;
43;2,156890962;0,119294611;7,844548118;1;;;;;
44;2,102515746;0,116803267;5,125787317;1;;;;;
45;1,862401746;0,109368232;-6,879912707;1;;;;;
46;1,750036527;0,098033737;-12,49817365;0;;;;;
47;2,082503129;0,121091101;4,125156438;1;;;;;
48;2,032588019;0,11709597;1,62940097;1;;;;;
49;2,142346932;0,122026686;7,117346618;1;;;;;
50;1,8496292;0,103846572;-7,51854;1;;;;;
51;1,937372736;0,112965522;-3,131363197;1;;;;;
52;2,153352562;0,121571766;7,667628105;1;;;;;
53;2,056606217;0,115649459;2,830310873;1;;;;;
54;1,918677494;0,109635611;-4,066125312;1;;;;;
55;1,936792834;0,115642086;-3,160358287;1;;;;;
56;2,063949054;0,11790412;3,197452708;1;;;;;
57;2,007218578;0,112507051;0,360928907;1;;;;;
58;2,193440776;0,127518765;9,672038784;1;;;;;
59;1,996418564;0,112399124;-0,179071778;1;;;;;
60;2,066914237;0,112912687;3,34571185;1;;;;;
61;1,953247006;0,108423073;-2,337649679;1;;;;;
62;2,028881294;0,118241565;1,444064682;1;;;;;
63;1,960696649;0,114595531;-1,96516754;1;;;;;
64;1,951052237;0,109959792;-2,447388126;1;;;;;
65;1,901437645;0,106933175;-4,928117726;1;;;;;
66;1,900842573;0,106267407;-4,957871345;1;;;;;
67;2,07070775;0,118883642;3,535387497;1;;;;;
68;2,080543089;0,122342716;4,027154453;1;;;;;
69;2,12815446;0,12260243;6,407723002;1;;;;;
70;2,061231444;0,118599408;3,061572209;1;;;;;
71;2,013513192;0,115125273;0,675659577;1;;;;;
72;1,740873841;0,099525069;-12,95630797;0;;;;;
73;1,954330373;0,109107251;-2,283481329;1;;;;;
74;2,122895231;0,124261656;6,144761533;1;;;;;
75;2,18513222;0,127510513;9,256611012;1;;;;;
76;2,0455992;0,113584424;2,279960001;1;;;;;
77;1,743990546;0,102006928;-12,8004727;0;;;;;
78;2,199276758;0,127645437;9,963837885;1;;;;;
79;2,10720756;0,114564433;5,360378019;1;;;;;
80;1,961497157;0,11138869;-1,925142147;1;;;;;
81;1,964801249;0,110458708;-1,759937546;1;;;;;
82;2,007603903;0,113557173;0,380195174;1;;;;;
83;2,072328051;0,118338645;3,616402546;1;;;;;
84;2,10514507;0,122186212;5,257253522;1;;;;;
85;2,063533161;0,116633832;3,176658052;1;;;;;
86;1,869471165;0,103675841;-6,526441749;1;;;;;
87;2,138380707;0,123004287;6,919035355;1;;;;;
88;2,221481932;0,127996243;11,07409661;1;;;;;
89;1,76911825;0,098725726;-11,54408749;0;;;;;
90;2,035468364;0,12020229;1,77341822;1;;;;;
91;1,948823095;0,110985827;-2,558845252;1;;;;;
92;2,238597953;0,123989843;11,92989767;0;;;;;
93;1,820131548;0,102184899;-8,993422601;1;;;;;
94;2,114945409;0,120707415;5,747270447;1;;;;;
95;2,123683762;0,118944684;6,184188093;1;;;;;
96;1,974462053;0,107350412;-1,276897365;1;;;;;
97;2,009115523;0,113606477;0,455776153;1;;;;;
98;1,878287298;0,104835476;-6,085635095;1;;;;;
99;2,15449709;0,120322057;7,724854477;1;;;;;
100;2,037613918;0,116281197;1,880695918;1;;;;;
101;1,96577784;0,11063475;-1,711108006;1;;;;;
102;1,933437706;0,106759156;-3,328114678;1;;;;;
103;2,006139006;0,111775475;0,306950317;1;;;;;
104;2,071228676;0,117173168;3,561433785;1;;;;;
105;1,976751476;0,109388394;-1,162426217;1;;;;;
106;2,117049387;0,120621484;5,852469338;1;;;;;
107;1,788439873;0,105075317;-10,57800634;1;;;;;
108;2,120963776;0,121223738;6,048188787;1;;;;;
109;1,766953827;0,097647564;-11,65230865;0;;;;;
110;1,95136537;0,112578348;-2,43173148;1;;;;;
111;1,98076122;0,114103927;-0,961938986;1;;;;;
112;2,075912826;0,122161596;3,795641285;1;;;;;
113;1,946290028;0,110185439;-2,685498578;1;;;;;
114;2,031944033;0,115991431;1,597201639;1;;;;;
115;2,119108526;0,119445482;5,955426289;1;;;;;
116;1,797136309;0,103760298;-10,14318457;1;;;;;
117;2,090939315;0,120361135;4,546965736;1;;;;;
118;1,898538434;0,108381752;-5,073078311;1;;;;;
119;2,05426608;0,118204597;2,713304024;1;;;;;
120;1,892601811;0,106072214;-5,369909443;1;;;;;
121;1,887064531;0,105697077;-5,646773443;1;;;;;
122;2,136306028;0,122039737;6,815301404;1;;;;;
123;2,082255526;0,117391429;4,112776317;1;;;;;
124;2,130399535;0,121598549;6,519976727;1;;;;;
125;1,811215333;0,102873599;-9,439233351;1;;;;;
126;1,878657888;0,102795076;-6,067105598;1;;;;;
127;1,931575733;0,113253223;-3,421213371;1;;;;;
128;1,809771776;0,106457021;-9,511411207;1;;;;;
129;1,942783575;0,1122309;-2,860821233;1;;;;;
130;1,886639081;0,108866552;-5,668045937;1;;;;;
131;1,900385316;0,109212839;-4,980734177;1;;;;;
132;2,0732384;0,116460825;3,661919988;1;;;;;
133;1,967021768;0,114159722;-1,648911589;1;;;;;
134;2,008797248;0,109562138;0,43986239;1;;;;;
135;1,89226227;0,104946669;-5,38688651;1;;;;;
136;1,962501877;0,114078731;-1,874906152;1;;;;;
137;2,144358613;0,126608609;7,217930652;1;;;;;
138;1,966214659;0,111559569;-1,689267048;1;;;;;
139;1,983034558;0,114252321;-0,848272101;1;;;;;
140;1,958040802;0,107263752;-2,097959892;1;;;;;
141;2,087688631;0,123125061;4,384431561;1;;;;;
142;1,952706062;0,10752089;-2,364696876;1;;;;;
143;1,887116071;0,108234207;-5,644196432;1;;;;;
144;2,115641888;0,123056906;5,782094379;1;;;;;
145;1,803578106;0,100403628;-9,821094712;1;;;;;
146;2,041067188;0,116909936;2,053359397;1;;;;;
147;1,972343019;0,113200787;-1,382849071;1;;;;;
148;2,021689058;0,11782863;1,084452916;1;;;;;
149;2,138542371;0,12350016;6,927118538;1;;;;;
150;1,987585964;0,110775497;-0,620701813;1;;;;;
151;1,970975872;0,113150172;-1,451206388;1;;;;;
152;2,216508964;0,126242623;10,8254482;1;;;;;
153;1,952037869;0,109369391;-2,398106544;1;;;;;
154;1,864481362;0,105800716;-6,77593189;1;;;;;
155;2,03795068;0,115982919;1,897533996;1;;;;;
156;1,846615766;0,109670304;-7,669211715;1;;;;;
157;1,766243839;0,100488905;-11,68780804;0;;;;;
158;1,960329894;0,107100965;-1,983505279;1;;;;;
159;2,109908877;0,123177191;5,495443864;1;;;;;
160;1,937428843;0,111772972;-3,128557826;1;;;;;
161;2,244836787;0,129040753;12,24183933;0;;;;;
162;1,881240594;0,105447753;-5,9379703;1;;;;;
163;2,034856649;0,116199515;1,742832428;1;;;;;
164;2,031484968;0,121456597;1,5742484;1;;;;;
165;1,972059438;0,111925319;-1,397028105;1;;;;;
166;2,083339065;0,117843127;4,166953225;1;;;;;
167;2,018461398;0,115462493;0,923069917;1;;;;;
168;2,039023368;0,113149766;1,951168414;1;;;;;
169;2,102682092;0,120750246;5,134104581;1;;;;;
170;2,029551361;0,11908985;1,477568071;1;;;;;
171;1,931757281;0,106951244;-3,412135934;1;;;;;
172;1,988117721;0,110843224;-0,594113975;1;;;;;
173;2,080884706;0,120854243;4,044235287;1;;;;;
174;2,070978461;0,114578553;3,54892303;1;;;;;
175;1,940452559;0,108444446;-2,977372031;1;;;;;
176;2,045270189;0,116674302;2,263509456;1;;;;;
177;1,972775882;0,111407431;-1,361205889;1;;;;;
178;1,800077316;0,10083824;-9,996134225;1;;;;;
179;1,901450891;0,106014779;-4,927455463;1;;;;;
180;2,034259537;0,113797497;1,712976852;1;;;;;
181;2,009069702;0,116452012;0,453485084;1;;;;;
182;2,097725292;0,122977939;4,886264603;1;;;;;
183;2,005895297;0,114029591;0,294764826;1;;;;;
184;1,93030357;0,111698303;-3,484821479;1;;;;;
185;2,109377682;0,114784482;5,468884116;1;;;;;
186;2,008031498;0,112704649;0,401574878;1;;;;;
187;1,905713168;0,105280916;-4,71434159;1;;;;;
188;1,893647731;0,104963783;-5,31761343;1;;;;;
189;1,968320813;0,114879838;-1,583959336;1;;;;;
190;2,105373967;0,11858409;5,268698331;1;;;;;
191;1,96864401;0,11327233;-1,567799492;1;;;;;
192;1,984221983;0,117771285;-0,788900855;1;;;;;
193;2,036475936;0,11537289;1,8237968;1;;;;;
194;2,379915771;0,129351655;18,99578854;0;;;;;
195;1,887445521;0,105165878;-5,627723926;1;;;;;
196;1,933790814;0,110915088;-3,310459287;1;;;;;
197;1,969947357;0,114511689;-1,502632147;1;;;;;
198;1,906468568;0,108159918;-4,676571596;1;;;;;
199;2,08530659;0,121909667;4,265329478;1;;;;;
200;2,033785348;0,114116638;1,689267412;1;;;;;
201;2,01875337;0,113695484;0,937668501;1;;;;;
202;1,875557844;0,104410755;-6,222107813;1;;;;;
203;1,912240015;0,106415109;-4,387999254;1;;;;;
204;2,032368059;0,11611224;1,618402935;1;;;;;
205;2,047042998;0,116631892;2,352149901;1;;;;;
206;2,064076566;0,118850029;3,203828293;1;;;;;
207;2,023370098;0,11661762;1,168504924;1;;;;;
208;2,043259295;0,11526827;2,162964747;1;;;;;
209;1,968859179;0,107329365;-1,557041032;1;;;;;
210;1,928712174;0,108184853;-3,564391302;1;;;;;
211;2,033335235;0,118536358;1,66676175;1;;;;;
212;1,954378486;0,112148269;-2,28107569;1;;;;;
213;2,081905331;0,12540327;4,09526653;1;;;;;
214;1,994013691;0,113473151;-0,299315452;1;;;;;
215;1,828053962;0,102638617;-8,597301913;1;;;;;
216;2,065135118;0,115142369;3,256755905;1;;;;;
217;1,992651377;0,116803442;-0,367431152;1;;;;;
218;2,242607484;0,124685995;12,13037422;0;;;;;
219;1,958713517;0,109999149;-2,064324165;1;;;;;
220;2,104198924;0,125523709;5,209946196;1;;;;;
221;2,061280852;0,12138689;3,064042589;1;;;;;
222;1,955441176;0,110769555;-2,227941176;1;;;;;
223;1,854677537;0,105237838;-7,266123157;1;;;;;
224;1,842766113;0,103628638;-7,861694356;1;;;;;
225;1,847577776;0,102787643;-7,62111119;1;;;;;
226;1,934929128;0,110104503;-3,253543615;1;;;;;
227;2,062981327;0,117698144;3,149066368;1;;;;;
228;2,019159967;0,117188242;0,957998363;1;;;;;
229;1,904117467;0,106668315;-4,794126646;1;;;;;
230;2,095968802;0,114827576;4,798440121;1;;;;;
231;1,85443167;0,104256837;-7,278416497;1;;;;;
232;1,789968808;0,104322262;-10,50155958;1;;;;;
233;2,034992571;0,118312652;1,749628534;1;;;;;
234;2,023017807;0,116726812;1,150890359;1;;;;;
235;1,869301341;0,106717248;-6,534932944;1;;;;;
236;2,068830529;0,116663541;3,441526427;1;;;;;
237;2,048594109;0,113516308;2,429705429;1;;;;;
238;2,068078477;0,11516144;3,403923831;1;;;;;
239;2,229978152;0,127268314;11,49890761;1;;;;;
240;2,030185362;0,113991394;1,509268081;1;;;;;
241;1,926084575;0,111554225;-3,695771246;1;;;;;
242;1,869102708;0,107730677;-6,544864592;1;;;;;
243;1,936085652;0,107307895;-3,195717401;1;;;;;
244;1,879219822;0,108094774;-6,03900891;1;;;;;
245;2,054216466;0,11616771;2,710823296;1;;;;;
246;2,060525357;0,112852472;3,026267874;1;;;;;
247;1,980078418;0,109673855;-0,996079116;1;;;;;
248;1,959436469;0,108971833;-2,028176529;1;;;;;
249;2,052152982;0,116310258;2,607649112;1;;;;;
250;1,921967065;0,109381452;-3,901646762;1;;;;;
251;2,087461219;0,111645727;4,373060926;1;;;;;
252;1,929147691;0,110469358;-3,542615433;1;;;;;
253;1,972985667;0,110471598;-1,350716658;1;;;;;
254;1,896100103;0,109907784;-5,194994871;1;;;;;
255;1,866533388;0,10516583;-6,673330612;1;;;;;
256;1,888305629;0,106556109;-5,584718546;1;;;;;
257;1,994878884;0,113261699;-0,256055794;1;;;;;
258;2,204409573;0,124058974;10,22047863;1;;;;;
259;2,221506679;0,121903895;11,07533394;1;;;;;
260;1,871730252;0,105808422;-6,41348739;1;;;;;
261;1,878476126;0,102689626;-6,076193715;1;;;;;
262;1,81508693;0,103826501;-9,245653498;1;;;;;
263;1,895205411;0,105194865;-5,239729471;1;;;;;
264;2,093723964;0,119594677;4,686198178;1;;;;;
265;2,034079805;0,114335958;1,703990247;1;;;;;
266;1,991829839;0,113636293;-0,408508047;1;;;;;
267;1,974251524;0,112591794;-1,287423779;1;;;;;
268;1,912904947;0,106944801;-4,354752633;1;;;;;
269;2,020458361;0,113300437;1,022918045;1;;;;;
270;1,806295563;0,098657649;-9,685221827;1;;;;;
271;2,106212951;0,120233423;5,310647542;1;;;;;
272;2,162306249;0,117646203;8,115312458;1;;;;;
273;1,784553712;0,104623402;-10,77231442;1;;;;;
274;1,971455895;0,113073207;-1,427205265;1;;;;;
275;1,991703269;0,116170886;-0,414836566;1;;;;;
276;1,924790884;0,109619756;-3,760455825;1;;;;;
277;1,872194936;0,111528938;-6,390253191;1;;;;;
278;2,15101627;0,122469618;7,550813488;1;;;;;
279;1,964101087;0,110839736;-1,794945646;1;;;;;
280;2,154169537;0,118946794;7,708476833;1;;;;;
281;1,754951417;0,102355954;-12,25242917;0;;;;;
282;1,864129129;0,106518668;-6,793543532;1;;;;;
283;2,026320885;0,112232994;1,316044246;1;;;;;
284;2,43586589;0,137801528;21,79329452;0;;;;;
285;1,951916288;0,108412269;-2,404185614;1;;;;;
286;2,062274995;0,115931163;3,113749759;1;;;;;
287;2,05262187;0,118900287;2,631093496;1;;;;;
288;1,901436348;0,100586601;-4,928182605;1;;;;;
289;2,189315175;0,130984632;9,465758738;1;;;;;
290;1,911997265;0,107658858;-4,400136772;1;;;;;
291;2,304908107;0,13250456;15,24540536;0;;;;;
292;2,060660817;0,119618864;3,033040853;1;;;;;
293;2,005075207;0,114051179;0,253760367;1;;;;;
294;1,972191187;0,110978842;-1,390440675;1;;;;;
295;2,256355854;0,12934599;12,81779272;0;;;;;
296;1,969455021;0,112060596;-1,527248971;1;;;;;
297;2,09389843;0,116592647;4,694921525;1;;;;;
298;1,942879029;0,107303629;-2,85604853;1;;;;;
299;1,932418884;0,11157778;-3,379055807;1;;;;;
300;2,094891332;0,122344137;4,744566625;1;;;;;
301;1,997215023;0,115177195;-0,139248867;1;;;;;
302;2,008767403;0,11320304;0,438370165;1;;;;;
303;1,953133549;0,108435011;-2,343322543;1;;;;;
304;1,767634903;0,098467211;-11,61825483;0;;;;;
305;2,071873368;0,11572768;3,593668392;1;;;;;
306;2,16771585;0,122329601;8,385792491;1;;;;;
307;1,751910656;0,099883032;-12,40446719;0;;;;;
308;1,812295423;0,103686741;-9,385228868;1;;;;;
309;2,044095447;0,119739601;2,20477234;1;;;;;
310;2,113835385;0,120806986;5,691769253;1;;;;;
311;2,10137468;0,117530414;5,068733999;1;;;;;
312;1,936038031;0,111067355;-3,198098467;1;;;;;
313;1,834114022;0,104489195;-8,294298887;1;;;;;
314;2,175692106;0,127474068;8,784605306;1;;;;;
315;2,179643058;0,123325464;8,982152876;1;;;;;
316;2,017351054;0,112859432;0,867552724;1;;;;;
317;2,113541684;0,120335827;5,67708421;1;;;;;
318;2,046631049;0,115671551;2,331552447;1;;;;;
319;1,911760416;0,105732756;-4,411979217;1;;;;;
320;1,976240994;0,110994464;-1,187950305;1;;;;;
321;1,8400444;0,105006788;-7,997779995;1;;;;;
322;1,81186005;0,101652022;-9,406997476;1;;;;;
323;2,104736445;0,125592914;5,236822273;1;;;;;
324;2,046678101;0,116321564;2,333905033;1;;;;;
325;1,895528314;0,107345971;-5,223584323;1;;;;;
326;1,838857868;0,103302172;-8,057106615;1;;;;;
327;1,953342548;0,107744345;-2,332872591;1;;;;;
328;1,875527124;0,108015828;-6,223643806;1;;;;;
329;2,019169681;0,116789564;0,958484045;1;;;;;
330;2,0726028;0,120539498;3,630139983;1;;;;;
331;1,87987017;0,10935697;-6,006491514;1;;;;;
332;2,157974138;0,123385099;7,898706924;1;;;;;
333;2,051308959;0,115313143;2,565447975;1;;;;;
334;1,790639556;0,101417514;-10,46802219;0;;;;;
335;2,042604363;0,117312248;2,130218158;1;;;;;
336;1,966797394;0,109595281;-1,660130302;1;;;;;
337;1,827482776;0,105273042;-8,625861179;1;;;;;
338;2,163949204;0,126096319;8,197460206;1;;;;;
339;2,073973922;0,112692878;3,698696096;1;;;;;
340;1,925577775;0,105938934;-3,72111123;1;;;;;
341;2,136960242;0,122374318;6,8480121;1;;;;;
342;2,063531651;0,116512832;3,17658256;1;;;;;
343;2,112083576;0,124012127;5,604178786;1;;;;;
344;2,211221027;0,125342392;10,56105133;1;;;;;
345;2,060233997;0,116428617;3,011699871;1;;;;;
346;2,115134479;0,120643039;5,75672395;1;;;;;
347;1,954742875;0,109734988;-2,262856251;1;;;;;
348;1,941635011;0,10907888;-2,918249455;1;;;;;
349;2,210841987;0,125080904;10,54209934;1;;;;;
350;1,974063113;0,115655766;-1,29684436;1;;;;;
351;1,939161482;0,109897466;-3,041925893;1;;;;;
352;1,927029725;0,110796233;-3,648513727;1;;;;;
353;1,927587992;0,110902372;-3,620600424;1;;;;;
354;2,047934281;0,112769366;2,396714064;1;;;;;
355;2,128343612;0,123477693;6,417180589;1;;;;;
356;1,858298724;0,105711057;-7,085063778;1;;;;;
357;2,133576833;0,118259909;6,678841643;1;;;;;
358;2,092966274;0,12242033;4,648313723;1;;;;;
359;2,041721575;0,122396211;2,086078765;1;;;;;
360;1,958017628;0,108318127;-2,099118619;1;;;;;
361;1,941865263;0,109961656;-2,906736874;1;;;;;
362;1,976273375;0,106956828;-1,186331226;1;;;;;
363;1,989055714;0,11484033;-0,547214297;1;;;;;
364;1,877697806;0,107271534;-6,115109682;1;;;;;
365;1,851054777;0,100809488;-7,44726117;1;;;;;
366;1,959210477;0,114337037;-2,039476164;1;;;;;
367;1,995648236;0,113711235;-0,217588225;1;;;;;
368;2,124269466;0,120746829;6,213473302;1;;;;;
369;1,954968854;0,111978267;-2,2515573;1;;;;;
370;1,801659625;0,102124385;-9,917018738;1;;;;;
371;1,90655332;0,11065052;-4,672334005;1;;;;;
372;2,205408347;0,128271581;10,27041737;1;;;;;
373;1,819118972;0,104797412;-9,044051386;1;;;;;
374;2,163892169;0,122143067;8,194608446;1;;;;;
375;1,911824168;0,105191661;-4,408791589;1;;;;;
376;1,885173806;0,107136866;-5,741309714;1;;;;;
377;1,929609225;0,108550364;-3,519538763;1;;;;;
378;2,058063257;0,119270909;2,903162838;1;;;;;
379;2,056112873;0,116172929;2,805643642;1;;;;;
380;2,072697783;0,119290111;3,634889164;1;;;;;
381;2,099376218;0,120207745;4,968810878;1;;;;;
382;2,105208876;0,118444039;5,260443781;1;;;;;
383;1,844174123;0,10357191;-7,791293871;1;;;;;
384;1,900835188;0,108325711;-4,958240608;1;;;;;
385;1,933835352;0,112697218;-3,308232412;1;;;;;
386;1,867418819;0,104112598;-6,629059054;1;;;;;
387;2,09564361;0,115619492;4,782180483;1;;;;;
388;1,876560863;0,106134478;-6,171956851;1;;;;;
389;1,995855195;0,112635104;-0,207240237;1;;;;;
390;1,851579533;0,105439455;-7,421023355;1;;;;;
391;2,097197036;0,117949631;4,859851803;1;;;;;
392;2,056549854;0,117160206;2,827492692;1;;;;;
393;2,073409458;0,117426728;3,67047289;1;;;;;
394;1,841014273;0,105101725;-7,94928635;1;;;;;
395;1,992624579;0,111843173;-0,368771063;1;;;;;
396;2,117568558;0,12058223;5,878427887;1;;;;;
397;2,083290789;0,118994499;4,164539452;1;;;;;
398;2,214112266;0,12790318;10,70561331;1;;;;;
399;1,982013464;0,112335573;-0,899326786;1;;;;;
400;2,061740872;0,115503091;3,08704358;1;;;;;
401;2,125939526;0,123331276;6,296976315;1;;;;;
402;2,094369694;0,120853927;4,718484705;1;;;;;
403;2,10812134;0,126164525;5,406067003;1;;;;;
404;2,091017696;0,120809642;4,550884821;1;;;;;
405;1,967873032;0,113376426;-1,606348384;1;;;;;
406;1,970555001;0,113361818;-1,472249937;1;;;;;
407;2,171483559;0,120262759;8,574177968;1;;;;;
408;2,1931163;0,125576893;9,655814998;1;;;;;
409;1,987572494;0,113077027;-0,621375301;1;;;;;
410;2,034713809;0,115533876;1,735690467;1;;;;;
411;2,028876373;0,120162476;1,443818667;1;;;;;
412;1,733302911;0,100498995;-13,33485445;0;;;;;
413;1,99630453;0,113097341;-0,184773518;1;;;;;
414;1,817589617;0,107425626;-9,120519147;1;;;;;
415;1,998277098;0,111933697;-0,086145098;1;;;;;
416;1,954558571;0,110259041;-2,272071474;1;;;;;
417;1,896862131;0,108335701;-5,156893468;1;;;;;
418;2,044061369;0,115207778;2,203068451;1;;;;;
419;1,87941819;0,105455073;-6,029090494;1;;;;;
420;1,928331096;0,112365868;-3,583445221;1;;;;;
421;2,071965455;0,115598984;3,598272753;1;;;;;
422;1,948601923;0,113526384;-2,569903838;1;;;;;
423;2,160523921;0,122480304;8,026196062;1;;;;;
424;2,113278016;0,119691808;5,663900779;1;;;;;
425;2,101752955;0,118376822;5,087647763;1;;;;;
426;2,089413305;0,122267763;4,47066527;1;;;;;
427;1,950591012;0,108902113;-2,470449406;1;;;;;
428;2,161576033;0,122207539;8,078801635;1;;;;;
429;2,031193494;0,111382533;1,559674678;1;;;;;
430;2,277742142;0,129173651;13,8871071;0;;;;;
431;2,068493526;0,112576227;3,424676295;1;;;;;
432;2,032287192;0,120855203;1,614359575;1;;;;;
433;1,913325814;0,107177519;-4,333709291;1;;;;;
434;1,956153843;0,108803232;-2,192307843;1;;;;;
435;2,091474182;0,119977863;4,57370909;1;;;;;
436;2,065175342;0,117777996;3,258767121;1;;;;;
437;2,129945928;0,122457269;6,4972964;1;;;;;
438;1,949772753;0,113230702;-2,511362337;1;;;;;
439;2,165124779;0,125043034;8,25623896;1;;;;;
440;1,879037918;0,104894657;-6,048104102;1;;;;;
441;1,98368132;0,107512863;-0,815934005;1;;;;;
442;2,012090907;0,110716001;0,604545334;1;;;;;
443;1,850986931;0,105316658;-7,450653473;1;;;;;
444;2,054469931;0,11623688;2,723496573;1;;;;;
445;1,645581972;0,095267885;-17,72090141;0;;;;;
446;1,855355643;0,103965805;-7,23221783;1;;;;;
447;2,067642646;0,117154283;3,382132302;1;;;;;
448;1,905665834;0,109373522;-4,716708297;1;;;;;
449;1,90198392;0,10882765;-4,900804014;1;;;;;
450;2,026511781;0,11492901;1,325589061;1;;;;;
451;2,015712695;0,113505687;0,785634762;1;;;;;
452;2,032788749;0,114989004;1,639437445;1;;;;;
453;2,099806963;0,118904049;4,990348158;1;;;;;
454;2,140878428;0,124565093;7,043921388;1;;;;;
455;1,946969875;0,111184383;-2,651506239;1;;;;;
456;2,000404668;0,120459706;0,020233404;1;;;;;
457;2,135474832;0,118203518;6,773741611;1;;;;;
458;1,975155878;0,111889321;-1,242206087;1;;;;;
459;2,055737924;0,112878048;2,786896184;1;;;;;
460;1,829056991;0,106708941;-8,547150427;1;;;;;
461;1,933344483;0,109925795;-3,332775846;1;;;;;
462;2,13176636;0,119493203;6,588317984;1;;;;;
463;1,768347875;0,103658035;-11,58260627;0;;;;;
464;1,915061658;0,110733609;-4,246917095;1;;;;;
465;2,010440938;0,115039229;0,522046905;1;;;;;
466;2,06320809;0,114948047;3,160404519;1;;;;;
467;1,929659368;0,108489817;-3,517031598;1;;;;;
468;1,846332923;0,103782011;-7,683353851;1;;;;;
469;1,936732482;0,110750611;-3,163375902;1;;;;;
470;1,9788868;0,113404996;-1,05566002;1;;;;;
471;2,034314874;0,1107354;1,715743694;1;;;;;
472;1,899200695;0,109928121;-5,039965237;1;;;;;
473;2,067179299;0,115665087;3,358964956;1;;;;;
474;2,009460189;0,11888143;0,473009436;1;;;;;
475;1,900589546;0,110539634;-4,970522689;1;;;;;
476;1,828112285;0,103548135;-8,594385772;1;;;;;
