"";"x"
"1";0,61
"2";0,54
"3";0,54
"4";0,55
"5";0,49
"6";0,58
"7";0,58
"8";0,51
"9";0,53
"10";0,59
"11";0,58
"12";0,46
"13";0,48
"14";0,42
"15";0,57
"16";0,66
"17";0,52
"18";0,54
"19";0,56
"20";0,57
"21";0,57
"22";0,59
"23";0,51
"24";0,57
"25";0,62
"26";0,64
"27";0,57
"28";0,51
"29";0,65
"30";0,55
"31";0,52
"32";0,63
"33";0,54
"34";0,58
"35";0,57
"36";0,62
"37";0,63
"38";0,45
"39";0,66
"40";0,6
"41";0,47
"42";0,59
"43";0,62
"44";0,55
"45";0,6
"46";0,53
"47";0,56
"48";0,55
"49";0,55
"50";0,62
"51";0,51
"52";0,51
"53";0,47
"54";0,65
"55";0,58
"56";0,58
"57";0,58
"58";0,52
"59";0,6
"60";0,47
"61";0,57
"62";0,53
"63";0,56
"64";0,57
"65";0,56
"66";0,54
"67";0,53
"68";0,56
"69";0,53
"70";0,58
"71";0,6
"72";0,51
"73";0,61
"74";0,51
"75";0,63
"76";0,57
"77";0,56
"78";0,47
"79";0,55
"80";0,57
"81";0,67
"82";0,52
"83";0,6
"84";0,54
"85";0,62
"86";0,56
"87";0,59
"88";0,59
"89";0,63
"90";0,58
"91";0,56
"92";0,64
"93";0,57
"94";0,62
"95";0,63
"96";0,63
"97";0,61
"98";0,62
"99";0,51
"100";0,58
"101";0,54
"102";0,56
"103";0,56
"104";0,58
"105";0,51
"106";0,6
"107";0,65
"108";0,54
"109";0,73
"110";0,54
"111";0,56
"112";0,6
"113";0,5
"114";0,6
"115";0,59
"116";0,52
"117";0,51
"118";0,49
"119";0,52
"120";0,52
"121";0,58
"122";0,59
"123";0,5
"124";0,62
"125";0,53
"126";0,45
"127";0,47
"128";0,57
"129";0,56
"130";0,53
"131";0,6
"132";0,61
"133";0,61
"134";0,62
"135";0,54
"136";0,6
"137";0,61
"138";0,57
"139";0,57
"140";0,59
"141";0,62
"142";0,57
"143";0,5
"144";0,51
"145";0,58
"146";0,52
"147";0,68
"148";0,52
"149";0,51
"150";0,54
"151";0,62
"152";0,6
"153";0,56
"154";0,66
"155";0,56
"156";0,46
"157";0,59
"158";0,55
"159";0,58
"160";0,47
"161";0,54
"162";0,6
"163";0,5
"164";0,52
"165";0,62
"166";0,6
"167";0,63
"168";0,52
"169";0,57
"170";0,44
"171";0,63
"172";0,48
"173";0,49
"174";0,51
"175";0,59
"176";0,53
"177";0,5
"178";0,51
"179";0,57
"180";0,62
"181";0,62
"182";0,49
"183";0,59
"184";0,55
"185";0,48
"186";0,58
"187";0,58
"188";0,54
"189";0,59
"190";0,49
"191";0,59
"192";0,52
"193";0,61
"194";0,57
"195";0,57
"196";0,56
"197";0,54
"198";0,56
"199";0,59
"200";0,59
"201";0,52
"202";0,58
"203";0,63
"204";0,53
"205";0,54
"206";0,48
"207";0,52
"208";0,5
"209";0,56
"210";0,45
"211";0,56
"212";0,66
"213";0,57
"214";0,5
"215";0,46
"216";0,58
"217";0,56
"218";0,57
"219";0,55
"220";0,47
"221";0,44
"222";0,44
"223";0,47
"224";0,52
"225";0,59
"226";0,52
"227";0,6
"228";0,57
"229";0,62
"230";0,55
"231";0,58
"232";0,58
"233";0,54
"234";0,53
"235";0,44
"236";0,62
"237";0,6
"238";0,58
"239";0,62
"240";0,55
"241";0,68
"242";0,6
"243";0,53
"244";0,45
"245";0,53
"246";0,5
"247";0,44
"248";0,67
"249";0,53
"250";0,5
"251";0,65
"252";0,56
"253";0,7
"254";0,57
"255";0,6
"256";0,49
"257";0,52
"258";0,49
"259";0,67
"260";0,51
"261";0,48
"262";0,62
"263";0,52
"264";0,5
"265";0,64
"266";0,56
"267";0,56
"268";0,61
"269";0,6
"270";0,56
"271";0,65
"272";0,54
"273";0,51
"274";0,57
"275";0,46
"276";0,56
"277";0,51
"278";0,47
"279";0,54
"280";0,43
"281";0,51
"282";0,6
"283";0,55
"284";0,45
"285";0,6
"286";0,55
"287";0,65
"288";0,51
"289";0,55
"290";0,54
"291";0,49
"292";0,59
"293";0,56
"294";0,5
"295";0,57
"296";0,53
"297";0,52
"298";0,54
"299";0,55
"300";0,57
"301";0,61
"302";0,51
"303";0,56
"304";0,6
"305";0,53
"306";0,53
"307";0,59
"308";0,64
"309";0,52
"310";0,59
"311";0,64
"312";0,62
"313";0,6
"314";0,48
"315";0,57
