;mean;sd;bias;cp;;Mean of means;Mean of SDs;Mean of Bias;Mean CP
481;-2,030138129;0,585426305;1,506906436;1;;;;;
482;-2,136011853;0,472354735;6,80059267;1;;;;;
483;-1,468107689;0,566183095;-26,59461557;1;;;;;
484;-2,202449466;0,550869646;10,12247331;1;;;;;
485;-1,135650773;0,473357728;-43,21746133;1;;;;;
486;-3,119102104;0,723800051;55,95510521;1;;;;;
487;-3,101681931;0,773382987;55,08409655;1;;;;;
488;-1,791997217;0,605665254;-10,40013917;1;;;;;
489;-1,499971457;1,008072686;-25,00142713;1;;;;;
490;-2,250069134;0,697641942;12,50345668;1;;;;;
491;-2,377969617;0,569233011;18,89848084;1;;;;;
492;-2,23065657;0,571349363;11,53282851;1;;;;;
493;-2,196107883;0,608802869;9,805394155;1;;;;;
494;-1,941566425;0,540173612;-2,921678738;1;;;;;
495;-2,703420619;0,70685898;35,17103093;1;;;;;
496;-2,353514868;0,735864593;17,67574338;1;;;;;
497;-1,478147151;0,951695848;-26,09264244;1;;;;;
498;-1,97285878;0,364829864;-1,357060977;1;;;;;
499;-2,459245175;0,542875938;22,96225874;1;;;;;
500;-1,749559936;0,559463702;-12,52200318;1;;;;;
