;mean;sd;bias;cp;;Mean of means;Mean of SDs;Mean Bias;Mean CP
364;-1,916494971;0,12402078;-4,175251444;1;;-1,987174723;0,144410771;-0,641263825;0,95620438
365;-1,848826909;0,12990076;-7,558654546;1;;;;;
366;-1,945762662;0,152454979;-2,711866884;1;;;;;
367;-2,178152608;0,136370547;8,907630403;1;;;;;
368;-1,929140159;0,141941114;-3,542992072;1;;;;;
369;-2,148528491;0,164169681;7,426424526;1;;;;;
370;-2,141104453;0,152632149;7,055222673;1;;;;;
371;-1,925606091;0,13347209;-3,719695433;1;;;;;
372;-2,07769996;0,147547729;3,884997999;1;;;;;
373;-1,882535618;0,153130214;-5,87321912;1;;;;;
374;-2,007374094;0,130470268;0,368704702;1;;;;;
375;-2,03899678;0,154525102;1,949839009;1;;;;;
376;-2,107353956;0,152891491;5,367697793;1;;;;;
377;-1,948791645;0,146747006;-2,560417739;1;;;;;
378;-2,053694332;0,140431084;2,684716589;1;;;;;
379;-2,019216225;0,1557067;0,960811248;1;;;;;
380;-1,900352475;0,138818209;-4,982376264;1;;;;;
381;-2,287765963;0,169180351;14,38829813;1;;;;;
382;-2,144629748;0,147686421;7,231487376;1;;;;;
383;-1,846847127;0,126217252;-7,657643643;1;;;;;
384;-1,909959468;0,167858212;-4,502026603;1;;;;;
385;-2,225251105;0,152948935;11,26255523;1;;;;;
386;-2,024756345;0,149263198;1,237817254;1;;;;;
387;-1,828576487;0,118834811;-8,571175642;1;;;;;
388;-1,909621424;0,131439874;-4,518928807;1;;;;;
389;-1,840167208;0,128225189;-7,991639612;1;;;;;
390;-2,232635273;0,15387791;11,63176366;1;;;;;
391;-2,093313956;0,165578237;4,665697783;1;;;;;
392;-1,871236928;0,13855346;-6,438153599;1;;;;;
393;-2,202684835;0,167795003;10,13424177;1;;;;;
394;-1,899792644;0,166262255;-5,010367816;1;;;;;
395;-1,917857946;0,132765657;-4,107102722;1;;;;;
396;-1,989315976;0,140388989;-0,534201213;1;;;;;
397;-1,788081177;0,160907502;-10,59594114;1;;;;;
398;-1,989441182;0,160871407;-0,527940883;1;;;;;
399;-1,808630707;0,131527077;-9,568464638;1;;;;;
400;-2,066823908;0,167213275;3,341195409;1;;;;;
401;-2,15408565;0,157708728;7,704282486;1;;;;;
402;-1,969860686;0,134339627;-1,506965678;1;;;;;
403;-1,709849787;0,126413523;-14,50751066;0;;;;;
404;-2,004982412;0,132099204;0,249120586;1;;;;;
405;-2,04868574;0,140513381;2,434287003;1;;;;;
406;-1,7293854;0,112804575;-13,53072999;0;;;;;
407;-1,915437599;0,158443264;-4,228120072;1;;;;;
408;-1,915809478;0,137262281;-4,209526088;1;;;;;
409;-2,206620933;0,158009279;10,33104666;1;;;;;
410;-1,919848502;0,132714326;-4,007574889;1;;;;;
411;-2,189442652;0,147117248;9,47213258;1;;;;;
412;-1,957278945;0,142649909;-2,136052734;1;;;;;
413;-2,126096914;0,150614975;6,30484568;1;;;;;
414;-2,119540441;0,139831808;5,977022069;1;;;;;
415;-2,181386652;0,159853447;9,069332578;1;;;;;
416;-2,040624162;0,162107694;2,031208077;1;;;;;
417;-2,111119317;0,140288818;5,555965826;1;;;;;
418;-1,93400619;0,153353806;-3,299690518;1;;;;;
419;-2,046942083;0,141132851;2,347104136;1;;;;;
420;-2,010207274;0,140253155;0,51036372;1;;;;;
421;-1,793258554;0,134394845;-10,33707228;1;;;;;
422;-1,902070551;0,128426859;-4,896472437;1;;;;;
423;-1,827253423;0,143914101;-8,637328842;1;;;;;
424;-1,89078888;0,136955574;-5,460556014;1;;;;;
425;-1,920789514;0,144001567;-3,960524318;1;;;;;
426;-2,040544691;0,137447525;2,027234538;1;;;;;
427;-1,998959811;0,145695116;-0,052009434;1;;;;;
428;-2,012300705;0,130354723;0,615035268;1;;;;;
429;-2,311319073;0,158908259;15,56595365;0;;;;;
430;-2,148995063;0,148646223;7,449753126;1;;;;;
431;-2,232243649;0,148900266;11,61218245;1;;;;;
432;-1,898104697;0,144250855;-5,094765155;1;;;;;
433;-1,987037292;0,133825153;-0,648135397;1;;;;;
434;-2,046989644;0,166634626;2,349482223;1;;;;;
435;-2,159040648;0,141221328;7,952032425;1;;;;;
436;-1,964272198;0,153341802;-1,786390094;1;;;;;
437;-1,932382347;0,157696046;-3,380882653;1;;;;;
438;-2,112105063;0,142370937;5,605253169;1;;;;;
439;-2,030369743;0,137659918;1,518487164;1;;;;;
440;-1,948386022;0,134871863;-2,580698925;1;;;;;
441;-2,114695873;0,138088642;5,734793662;1;;;;;
442;-1,739150484;0,130009129;-13,04247578;0;;;;;
443;-2,257843678;0,156050396;12,89218391;1;;;;;
444;-1,815263062;0,1427516;-9,236846893;1;;;;;
445;-1,895299753;0,152131467;-5,235012361;1;;;;;
446;-1,986281513;0,13060738;-0,685924373;1;;;;;
447;-1,941095889;0,141167751;-2,945205561;1;;;;;
448;-2,038838084;0,147896263;1,941904218;1;;;;;
449;-1,913369309;0,123043198;-4,331534573;1;;;;;
450;-2,240705791;0,177942662;12,03528953;1;;;;;
451;-1,772366042;0,116903118;-11,38169789;1;;;;;
452;-1,858540244;0,145454624;-7,072987793;1;;;;;
453;-1,93438843;0,1585327;-3,280578525;1;;;;;
454;-2,025665449;0,139676496;1,28327243;1;;;;;
455;-2,313610964;0,160040729;15,68054818;0;;;;;
456;-2,065352802;0,170395463;3,267640115;1;;;;;
