;mean;sd;bias;cp;;Mean of means;Mean of SDs;Mean Bias;Mean CP
1;7,827346583;2,963575675;-21,72653417;1;;8,027367551;2,804986102;-19,72632449;0,892
2;8,333543108;2,945522632;-16,66456892;1;;;;;
3;9,840554646;3,315872423;-1,594453542;1;;;;;
4;8,178938917;2,572183059;-18,21061083;1;;;;;
5;10,85284369;3,555522144;8,528436851;1;;;;;
6;3,223077441;1,420438687;-67,76922559;0;;;;;
7;10,27677209;3,396407482;2,767720889;1;;;;;
8;7,077460245;2,50005697;-29,22539755;1;;;;;
9;7,815702291;2,861789523;-21,84297709;1;;;;;
10;8,50724239;3,099061185;-14,9275761;1;;;;;
11;9,146129054;3,301688068;-8,538709458;1;;;;;
12;7,968321585;3,061503183;-20,31678415;1;;;;;
13;8,391292438;3,047180235;-16,08707562;1;;;;;
14;10,43217657;3,323926658;4,32176568;1;;;;;
15;6,452600643;2,279500316;-35,47399357;1;;;;;
16;10,66401228;3,615923941;6,640122823;1;;;;;
17;11,1619063;3,502468393;11,61906298;1;;;;;
18;8,41267267;2,575681717;-15,8732733;1;;;;;
19;4,406663474;1,642467821;-55,93336526;0;;;;;
20;10,66126626;3,258281449;6,612662559;1;;;;;
21;4,120897282;1,500747737;-58,79102718;0;;;;;
22;6,895734902;2,601346111;-31,04265098;1;;;;;
23;6,821611073;2,32978099;-31,78388927;1;;;;;
24;8,769015169;3,123877442;-12,30984831;1;;;;;
25;5,973292523;2,410784789;-40,26707477;1;;;;;
26;9,636266247;3,30874144;-3,637337529;1;;;;;
27;6,887427818;2,497434939;-31,12572182;1;;;;;
28;6,688669867;2,392560507;-33,11330133;1;;;;;
29;11,32286632;3,706560047;13,2286632;1;;;;;
30;8,252187637;2,936983958;-17,47812363;1;;;;;
31;8,93846771;3,153695452;-10,6153229;1;;;;;
32;3,933577056;1,507070723;-60,66422944;0;;;;;
33;6,489119018;2,274293299;-35,10880982;1;;;;;
34;9,581555115;2,921088339;-4,18444885;1;;;;;
35;9,788686301;3,068525121;-2,113136993;1;;;;;
36;5,606197522;2,208158383;-43,93802478;1;;;;;
37;5,815372287;2,231431846;-41,84627713;1;;;;;
38;4,33844141;2,008541158;-56,6155859;0;;;;;
39;6,369660588;2,571220966;-36,30339412;1;;;;;
40;2,777856858;1,209074218;-72,22143142;0;;;;;
41;9,650300941;3,653616953;-3,496990593;1;;;;;
42;8,839994215;3,161799314;-11,60005785;1;;;;;
43;7,698634327;2,959538449;-23,01365673;1;;;;;
44;10,85250903;3,60151884;8,525090293;1;;;;;
45;5,184269974;2,062689066;-48,15730026;1;;;;;
46;5,262073798;2,024389121;-47,37926202;1;;;;;
47;6,779832686;2,63606553;-32,20167314;1;;;;;
48;5,617986207;2,179910679;-43,82013793;1;;;;;
49;11,23096386;3,604048113;12,30963863;1;;;;;
50;14,60012515;4,522932426;46,0012515;1;;;;;
51;9,679823261;3,121260072;-3,201767392;1;;;;;
52;7,97532203;2,824271516;-20,2467797;1;;;;;
53;8,608382416;3,372906164;-13,91617584;1;;;;;
54;6,894218553;2,525285858;-31,05781447;1;;;;;
