"";"alpha";"beta";"lambda";"lp"
"1";3581,49743645399;2723,36783775018;2966,86370808275;2520,9659700863
"2";3161,9939791678;2559,34101805403;2709,06113714876;2184,05018624254
"3";3615,65183379834;2466,55528725132;2588,42448133287;2465,61885345271
"4";3700,9238042383;2918,64374340682;3112,91395613937;2342,3409103611
"5";3688,21115816096;3560,1200884938;3565,81407411838;2581,63339163603
"6";3458,13051839083;3014,78116618087;3354,63672818887;2343,31260021841
"7";3327,0988018294;2694,17585691736;2876,31336837615;2508,65236647555
"8";3755,62509503564;2957,37210516519;3029,85986982377;2480,51063080789
"9";3331,3978401743;2797,07637788417;2887,21007725516;2678,59696294906
"10";3254,72281812686;3069,32442010108;3043,82476821703;2238,51857496569
"11";3174,47047862945;2904,8560064713;3026,19969258056;2500,99818736175
"12";3093,03010450667;3208,98551736591;3033,0609413533;2604,45122439702
"13";3030,67275532617;2638,73580356474;2809,43718398381;2440,79866257664
"14";3071,82009073986;2515,86209061;2628,66690365831;2236,55949391906
"15";3626,03906125505;2718,21451279885;2861,46986819545;2488,15542845843
"16";3573,16324660033;2849,441726771;2847,30870376191;2304,99030565421
"17";3178,55001936354;2638,0972067918;2893,8072109222;2209,33741292175
"18";3315,16848838979;1999,58470989303;2677,89839791796;2273,00802637318
"19";3782,10271052883;3157,30870798121;3179,53777703759;2816,20796584306
"20";3019,80233089828;2575,81349558046;2687,9817264575;2285,47844178772
"21";3374,06313352897;2291,51371575071;2417,04755932046;2339,74882627252
"22";3276,11835226149;2803,46763918791;3071,3923480658;2492,92067737971
"23";4026,18181940753;3540,99302857188;3536,78219088795;2681,22782415494
"24";3540,6282260341;2909,10606767085;2953,67869846932;2110,93900319379
"25";3846,85666607113;2794,38195645074;2933,31042474881;2480,11690280055
"26";3442,08241483354;2571,06812265722;2668,7717582885;2515,80699375455
"27";3563,58760782894;3126,088225928;3205,48804536124;2358,59343883085
"28";3474,50261990806;2723,12048724013;2761,15554036292;2488,59721810579
"29";3394,31198592206;3221,82284759313;2999,93925090465;2417,82377263984
"30";3938,41503535279;2863,53383641831;2723,96089241202;2395,01828353628
"31";3137,73778144001;3161,02878664243;3010,80511130695;2439,58357487599
"32";3814,8802924737;3162,59496646168;3084,46651054001;2500,92996725386
"33";3418,78200101484;3277,29150380437;3411,304352589;2629,78957201851
"34";3748,00230744992;3173,78464292119;3324,51102756475;2710,86768185961
"35";3802,73449991881;2674,84570540732;3105,14259262051;2715,93256900696
"36";3641,78007104448;2995,10948066273;3033,60408241186;2709,41309278748
"37";3733,60645541545;3321,48155565214;3459,51096261803;2680,33640515261
"38";3295,12909082384;2406,31290931073;2413,32806494839;2123,17225135919
"39";3642,872518221;2752,05517765522;3065,93127184627;2611,03589587029
"40";3666,66264501341;2695,51103488559;2651,8743716074;2584,27854899548
"41";3548,29337874367;2778,9815405822;3042,54721486822;2427,38176319673
"42";3467,63709165527;2955,75436311549;3244,0164916951;2371,60147646921
"43";3322,86430922183;2947,78627413398;3095,33592529346;2628,15085711791
"44";3612,35571619664;2789,72246663237;2777,48795764111;2832,91611611091
"45";3608,11758429432;3550,08055615658;3611,55287739778;2578,09766607053
"46";3762,29789748571;3045,17937987643;3141,0181046937;2603,72370658418
"47";3722,857234483;2674,16694113645;2919,47343853079;2047,57523219504
"48";3491,75887784132;3039,86297234632;3097,20662036004;2515,07566129361
"49";3721,41070563795;2743,30720802899;2812,10881864242;2593,57597219712
"50";3744,8210278421;3020,4463212923;3288,09549727919;2621,8855845367
"51";3210,01588913754;3092,22922732918;3188,11804942039;2669,22869457536
"52";3510,44859841975;3430,86131757985;3404,63138577587;2364,98845761171
"53";2954,77268277938;2669,0381713248;2725,12537021705;2534,15014974095
"54";3653,54715129112;3269,37334135622;3253,58422680247;2428,08833351024
"55";3904,99634815646;2700,23821689415;2825,64498430422;2417,11127305681
"56";3674,88818562335;2879,65858686825;2978,38010094662;2639,25049808579
"57";3566,11504354316;2951,90771261665;3086,79684897923;2174,9892149346
"58";2800,0439155351;2787,19240050471;2817,11426488524;2420,69522333478
"59";2985,87852137501;2714,63960461779;2774,01116585714;2796,96747551883
"60";3683,55978605001;3181,77742599387;3308,75904024051;2704,99721811709
"61";3272,24090482783;2985,99196914988;3360,87612401944;2299,84613629101
"62";3533,56821111574;2839,9859816497;3009,11176120576;2771,30104970559
"63";3688,05960369343;2823,61427381307;3030,85893553091;2504,82374987022
"64";3506,03641388719;3016,71188096249;3503,65395045144;2359,26750010897
"65";3293,67702800781;2793,11855771994;2848,21577240165;2485,6790984352
"66";3693,85122628806;3390,69303681595;3359,6494927508;2258,71344187866
"67";3589,96677309791;3114,97436764042;3253,88235959701;2564,71417004568
"68";3047,71553939812;2538,73183882218;2586,26721252197;1967,37425617577
"69";3528,06666839798;3402,79740365751;3582,38303340896;2586,04759783742
"70";3036,62770713108;2761,49895360147;3149,34891779798;2276,17147388509
"71";3792,35853474889;3048,31703777901;3021,23465892556;2375,59538507459
"72";3295,50622163245;2535,18998249432;2539,23967229961;2051,23674776054
"73";3529,04135119976;3274,93987327011;3468,73118208562;2502,91339548285
"74";3935,61620586897;2725,50914412513;2820,57199026222;2588,28180333184
"75";3468,17438118653;2337,46609178969;2439,85729872707;2505,17595391965
"76";3389,11465646112;2806,8472391817;3072,25011695096;2672,56084132738
"77";2830,57646298161;2825,26582263926;2959,59723301684;2660,6803134845
"78";4286,98017374061;2484,24224525484;2545,75680310465;2530,32455152477
"79";3506,14626999101;2935,77691766606;3172,51673075358;2859,28339346806
"80";3390,17201926872;2588,02926236635;2654,18529588781;2705,63764991721
"81";3918,91388638807;2648,52992732497;2855,49332279448;2638,16410490326
"82";3436,1536658926;2385,2855554238;2672,94514660232;2848,59427631512
"83";3730,09433429107;2592,4378315054;2849,56273983078;2615,30750699546
"84";3370,285481961;3041,54075757836;3091,49723119438;2061,52860848662
"85";3505,64900880501;3054,95900619278;3188,96771446514;2639,93022952641
"86";3624,92494256111;3005,24675991924;3003,78432391884;2637,4759628553
"87";3677,52047782757;3756,80510647223;3761,18578726186;2510,76867262511
"88";3296,76061406762;3089,1000360634;3322,03142186957;2673,13011665792
"89";3491,41443553227;3046,790288126;2690,6556722496;2564,66498242197
"90";3557,3241858219;2820,25645740096;2982,87098757962;2632,3346008348
"91";3555,70957321634;2858,33289316899;2923,33353509957;2548,63612194469
"92";3576,04559081772;2793,22053095751;2866,34790688823;2910,03222343515
"93";3388,32070486083;2913,48470154179;2986,55993207763;2428,10020609394
"94";3009,35205776269;2904,42720762684;3043,28933098554;2663,5029897276
"95";3455,80761455042;3130,29159133328;3305,65834162725;2360,42312351654
"96";3038,46643019895;2779,27500067648;3093,96522811845;2448,72484210376
"97";3323,93738838337;2781,57555065128;2810,08228607369;2686,67454058342
"98";3586,84282719625;3138,45121349884;3438,0233422147;2886,45010819208
"99";3548,04603829977;2763,97384143897;2857,9647414657;2179,64647403551
"100";3701,41291965543;2933,84402752861;2971,39724607691;2701,79167631505
"101";3595,33446106861;3062,67597636183;3193,7683009347;2204,91948761565
"102";3582,71486474587;2634,54832819174;2771,63740289014;2527,59354369938
"103";3165,54178026244;2971,42208278987;3280,17923395545;2372,86553324153
"104";3285,28608840138;2918,71717459826;3080,90588056281;2346,46974866085
"105";3129,17566922399;2847,22057389681;3080,29343718399;2513,69282669284
"106";3312,71397557095;3450,72340796687;3620,04132902539;2313,86657970238
"107";3628,23614229247;2844,56284345591;2965,44669798749;2454,47034225245
"108";3277,88461200089;3297,26662890792;3419,17746793221;2830,00357811533
"109";3336,50347345952;3081,48018359279;3153,85441979641;2611,18468113243
"110";3494,64327123091;2765,67048311423;2833,61205752997;2638,49537867794
"111";3430,13000746528;3257,57906886917;3447,6964300052;2342,47959203298
"112";3681,18583141422;3068,15723950144;3065,45213873142;2453,31282877461
"113";3428,55865200225;2769,9930472229;2825,03874866617;2639,88173164279
"114";3736,15776645034;2526,98707903752;2769,85216368061;2712,58118820008
"115";3578,36980539973;3295,27631832225;3474,12588259216;2136,25845691672
"116";3141,39076713556;3011,47013728688;2889,53865852213;2390,43212179394
"117";3522,48659282597;3449,36516844395;3433,9282685146;2524,17989186233
"118";3517,35596426233;2978,39278348632;3021,08908338431;2532,6542987742
"119";3726,00832935635;3597,43325112516;3667,4012077765;2424,57045361808
"120";3453,25597377311;2652,01098195894;2647,28448456525;2708,77670136279
"121";3785,24516896272;3096,24958995832;3440,14496083165;2699,73111826625
"122";3280,04355271528;2939,54351062109;3038,02805929545;2524,63972404317
"123";3803,93092973801;2959,02893730934;3251,86911949686;2669,69114945499
"124";3589,18850041211;2719,07227220803;2788,87408453039;2222,34428766317
"125";3803,49952860991;3037,93247696943;3058,98676158731;1944,07720770947
"126";3301,11415611252;3223,95335276561;3243,74103240593;2375,250890983
"127";3252,43014790485;3135,07276294793;3005,24347373249;2611,63662692586
"128";3181,20581785251;2831,72905184873;2965,5662801347;2651,96370290333
"129";3995,42938123522;3148,85157790329;2897,700678269;2168,33374589969
"130";3906,89179448083;2804,32710673628;2836,9451533674;2459,33664548495
"131";3132,56739322879;2529,96621113792;2637,24994824927;2398,53709380289
"132";3174,75541624913;2608,71102804719;2818,5659355085;2579,2465087056
"133";3068,03715757918;2697,95318331796;2848,07899221833;2342,7495597039
"134";3350,404684238;2516,3822589966;2817,17584824739;2560,49321997908
"135";2879,39771506283;2676,21941699509;2924,83047426394;2428,02282910052
"136";3781,84036334082;3130,47151529194;3303,43418141574;2571,59791052345
"137";3804,71712748919;3320,16509099805;3090,19142501229;2692,26941245037
"138";3495,41674370295;2861,59261333681;2876,46200949381;2387,64352865269
"139";3165,67375217229;2670,70213102432;2777,01356620879;2566,79612854756
"140";3464,18152979993;2673,90354859735;2816,41201069081;2476,66077481907
"141";3527,66092674501;3135,29755147816;3370,68356698121;2288,87421422472
"142";3171,95971576587;2829,13410437505;3149,93522615081;2650,55178904898
"143";3691,78687555268;3111,24205041537;3128,47935581235;2463,28593208603
"144";3490,85028991478;2970,72828899965;2745,37322874673;2626,17125052796
"145";3346,35027333792;2767,24416126615;2972,9754566355;2207,48544477151
"146";3278,96314415921;3122,83430425522;3219,20043491078;2669,07541822768
"147";3419,90741137871;2947,98990854103;3002,51123679795;2524,62130932739
"148";3715,59464889395;3203,18862863056;3172,09132894433;2667,72957579743
"149";3655,25764248792;3159,44792237969;3371,02999449937;2372,00063198698
"150";4254,12805624214;2791,60294074028;2749,53456168482;2702,77257711176
"151";3629,14908293528;2912,3864000477;2927,22103057474;2673,79546237998
"152";3477,54876526802;3250,78402928952;2984,88854538793;2850,71562120991
"153";3348,45138066813;2853,63091138378;2853,04342440672;2491,55999368441
"154";3578,44971896249;2624,88685789959;2742,65371620097;2674,33398837941
"155";3822,25838013082;2894,9362525226;3062,6931667287;2571,9347888536
"156";3167,20970911882;2499,50680953286;2536,63579882285;2386,03385400869
"157";3305,67151627614;3090,57058408834;3278,43929407312;2588,39299786371
"158";3347,74836292188;2737,44881041305;3050,043303548;2335,26583659009
"159";3323,45117555794;2518,70741497899;2832,26408383443;2172,88473892751
"160";3430,81801251553;3260,66915800892;3459,95236754158;2408,32796658903
"161";3402,24509721246;2910,93411717052;3062,36454951458;2296,57235891511
"162";3387,9782005535;3243,58943824205;3171,60579371964;2330,90844812653
"163";3516,64511205019;2537,44255909375;2505,88248807627;2097,18123872863
"164";3781,76730216533;2761,75222465422;2885,12823404914;2464,32726645672
"165";3309,68406414647;2709,38747846127;2804,41385927593;2244,67558636116
"166";3375,46362300445;2676,38309734192;2805,70287803762;2444,1696199907
"167";3590,85018068662;2708,52315339013;2861,42901184823;2587,82815176652
"168";3687,6304868525;3242,43868967217;3431,12337278706;2410,26316530465
"169";3503,85634778724;2733,08160479208;2558,20363330001;1962,3103121675
"170";3850,42157918856;2650,68574549951;2696,98868259843;2397,03218905949
"171";3625,54451425152;2612,33219555758;2856,15950968835;2739,00796964985
"172";3437,50268683438;2953,39638439101;3227,89524476581;2575,62466731139
"173";3108,38627950734;3180,76399443125;3270,34287782422;2710,45408411259
"174";3577,98282719354;3024,87540438794;3144,12762987714;2673,78251100981
"175";3095,54516618086;2603,4075036456;2737,16315595623;2441,33631950736
"176";3512,86920078786;2683,4520201254;2699,39606408907;2861,23936824014
"177";3337,98249684351;2925,05232770444;3082,16341409294;2490,38157541702
"178";3511,92710312636;2551,98289445159;2820,34460106283;2290,82812647969
"179";3399,93217756936;2731,20826740165;3005,42787370087;2610,90915062521
"180";3642,93518668857;2850,63347844469;2945,43853507458;2185,16987723119
"181";3516,10921760857;3060,39261149335;3178,7650665259;2415,71233304675
"182";3926,43400986261;3230,59099951219;3297,83042223903;2247,94625803924
"183";3378,03755022697;2945,29263978199;2889,63099279348;2224,70984665225
"184";3384,69457140041;2706,38744691029;3057,55218166991;2369,06192899977
"185";3663,1467021197;2769,00405229899;2856,65343116154;2661,96776347463
"186";3413,66064085138;2816,2658759742;3072,7598973738;2472,44504347421
"187";3602,91243628309;2349,82388797929;2325,0072431053;2492,53443249182
"188";3407,40560683869;2655,40430622352;2901,5257370499;2460,303780955
"189";3222,19649661177;3102,39658674715;3427,76037809653;2020,44101953832
"190";3176,2271523894;3179,65871531595;3300,00712461608;2544,09627482142
"191";3407,97114521755;2905,14326351302;2956,32240526071;2446,16385145991
"192";3258,44377310556;2609,56426658779;2667,51073000383;2176,87811712139
"193";3774,41690639876;2947,15217527655;3077,52407215009;2506,33197574662
"194";3479,82432865792;3008,66453407458;3062,32091366966;2419,56224919539
"195";2977,93803043361;3095,50737276197;3153,65397591151;2558,2780571844
"196";3643,6131354605;3203,53932678074;3274,38593485687;2388,21822810122
"197";3679,70766215679;3317,61014922786;3344,19013558714;2275,98703496527
"198";3448,07582966818;2457,92653015513;2631,34682413614;2730,09911667403
"199";3560,57932234596;3026,48055019288;2767,2824083432;2539,19115041833
"200";3305,56100595064;3004,54588593713;3032,72697060745;2383,56133026459
"201";3651,80201744794;3523,20134146805;3631,102807867;2390,3098729321
"202";3501,60971028305;2688,57750741183;2646,12086815902;2459,49483200887
"203";3207,84427404836;2812,2676766338;2967,29933622496;2343,69202990778
"204";3674,88544553041;2342,55345751244;2533,40263285786;2616,09435120466
"205";3044,33610544235;2502,39756933952;2580,13818956753;2485,64274138413
"206";3538,00704914533;2796,38384306305;3077,60987349562;2745,48851353376
"207";3474,98023343354;2996,23760359938;3051,28375198388;2283,40554750938
"208";3585,02152462616;3246,47047774021;3509,76324900915;2862,9207027879
"209";3323,32286268656;2563,55279442893;2768,64924209491;2453,39348459259
"210";3419,80649706523;2572,94659542796;2537,86352332384;2618,49877805256
"211";3431,09063476484;2668,88546622279;2798,85067872822;2583,83683217761
"212";3029,97411471766;2925,29212620401;3072,8115278964;2304,62826103189
