;mean;sd;bias;cp;;Mean of means;Mean of SDs;Mean Bias;Mean CP
364;1,916215742;0,231356722;-4,1892129;1;;2,009318136;0,261445816;0,465906815;0,948905109
365;2,115920203;0,266443341;5,796010159;1;;;;;
366;2,233683453;0,286527942;11,68417267;1;;;;;
367;1,732088454;0,216736865;-13,3955773;1;;;;;
368;2,40148616;0,300256414;20,07430802;1;;;;;
369;2,042392714;0,266469593;2,119635684;1;;;;;
370;1,479205482;0,202522789;-26,03972588;0;;;;;
371;1,838721847;0,242418534;-8,063907674;1;;;;;
372;2,115097856;0,28263486;5,754892813;1;;;;;
373;2,192293813;0,296849014;9,61469063;1;;;;;
374;1,930035202;0,241960344;-3,498239897;1;;;;;
375;2,023496273;0,278425915;1,174813642;1;;;;;
376;2,069944935;0,26785608;3,49724674;1;;;;;
377;2,275420092;0,307968172;13,77100459;1;;;;;
378;2,277587328;0,296496506;13,87936639;1;;;;;
379;2,116211858;0,280653031;5,810592893;1;;;;;
380;1,735713559;0,222484253;-13,21432204;1;;;;;
381;1,877723685;0,259298825;-6,113815775;1;;;;;
382;1,975505464;0,250324608;-1,224726782;1;;;;;
383;1,792354912;0,222656387;-10,3822544;1;;;;;
384;2,192370818;0,29523748;9,618540895;1;;;;;
385;1,846687635;0,250433684;-7,665618255;1;;;;;
386;2,317215012;0,28988237;15,8607506;1;;;;;
387;1,773073006;0,217855143;-11,3463497;1;;;;;
388;1,882614089;0,250415471;-5,869295542;1;;;;;
389;2,227389892;0,27830041;11,36949461;1;;;;;
390;2,191852236;0,286045263;9,592611784;1;;;;;
391;2,190914785;0,30457142;9,545739252;1;;;;;
392;2,633999466;0,32704852;31,69997332;0;;;;;
393;2,279351541;0,291565988;13,96757705;1;;;;;
394;2,198958019;0,300993868;9,947900963;1;;;;;
395;1,789291881;0,239072008;-10,53540593;1;;;;;
396;1,714714453;0,230642634;-14,26427733;1;;;;;
397;2,263494517;0,307704975;13,17472584;1;;;;;
398;2,217293985;0,290795929;10,86469927;1;;;;;
399;2,110914523;0,274561848;5,545726128;1;;;;;
400;2,705468152;0,360652593;35,27340762;0;;;;;
401;1,849205556;0,247450283;-7,539722193;1;;;;;
402;1,83488586;0,231477106;-8,255707003;1;;;;;
403;1,960554112;0,253004212;-1,972294403;1;;;;;
404;1,988472374;0,244466282;-0,576381316;1;;;;;
405;1,821751423;0,232691313;-8,912428874;1;;;;;
406;1,910534965;0,227112144;-4,473251738;1;;;;;
407;1,727805868;0,230203208;-13,60970658;1;;;;;
408;2,006718286;0,253733061;0,335914294;1;;;;;
409;1,906624733;0,243349408;-4,668763351;1;;;;;
410;1,807968494;0,219934246;-9,601575289;1;;;;;
411;1,574834849;0,207892612;-21,25825757;1;;;;;
412;1,922176364;0,247714724;-3,891181819;1;;;;;
413;2,400935752;0,307314928;20,0467876;1;;;;;
414;1,693765197;0,223921978;-15,31174017;1;;;;;
415;2,51913154;0,316685022;25,95657702;1;;;;;
416;1,673918827;0,225523226;-16,30405863;1;;;;;
417;1,872270914;0,236383039;-6,386454283;1;;;;;
418;2,657346027;0,361173251;32,86730134;0;;;;;
419;1,893272718;0,256725139;-5,336364093;1;;;;;
420;1,711289569;0,238629598;-14,43552155;1;;;;;
421;2,708839112;0,345433123;35,44195558;0;;;;;
422;1,951600041;0,246510342;-2,419997938;1;;;;;
423;1,995328037;0,27217131;-0,233598174;1;;;;;
424;1,907828183;0,251012875;-4,608590864;1;;;;;
425;2,24338415;0,284010225;12,16920751;1;;;;;
426;1,862314445;0,235330927;-6,884277747;1;;;;;
427;1,951415374;0,250168962;-2,429231276;1;;;;;
428;1,578090935;0,196459655;-21,09545324;0;;;;;
429;1,893455245;0,236935276;-5,327237756;1;;;;;
430;1,969094542;0,246339184;-1,545272924;1;;;;;
431;1,566636208;0,208017931;-21,66818961;1;;;;;
432;2,031071828;0,259733222;1,55359138;1;;;;;
433;2,182054506;0,264784953;9,102725308;1;;;;;
434;2,28607537;0,312747039;14,3037685;1;;;;;
435;2,015801909;0,25964192;0,790095469;1;;;;;
436;1,936232168;0,265610112;-3,188391578;1;;;;;
437;1,721270028;0,23554071;-13,93649858;1;;;;;
438;1,750040779;0,222272981;-12,49796107;1;;;;;
439;1,995102528;0,256922762;-0,244873583;1;;;;;
440;2,069457663;0,272666236;3,472883153;1;;;;;
441;1,639984209;0,215667339;-18,00078956;1;;;;;
442;1,569635599;0,19804704;-21,51822004;0;;;;;
443;2,024863669;0,255913115;1,243183439;1;;;;;
444;2,127975727;0,297008575;6,398786333;1;;;;;
445;2,337495355;0,303033679;16,87476774;1;;;;;
446;2,285942365;0,280431822;14,29711824;1;;;;;
447;1,98893343;0,266775677;-0,553328495;1;;;;;
448;2,256062211;0,287244531;12,80311054;1;;;;;
449;1,786123931;0,220377763;-10,69380346;1;;;;;
450;1,857493565;0,253234798;-7,12532177;1;;;;;
451;1,931718427;0,245831776;-3,414078641;1;;;;;
452;2,282935096;0,304743161;14,14675478;1;;;;;
453;1,942833206;0,274744591;-2,858339717;1;;;;;
454;2,065560705;0,255847776;3,27803524;1;;;;;
455;2,029110921;0,274026112;1,455546069;1;;;;;
456;1,578820418;0,236809175;-21,05897912;1;;;;;
457;1,875728465;0,242776957;-6,213576772;1;;;;;
458;2,017335619;0,264145013;0,866780971;1;;;;;
459;1,860260175;0,244805346;-6,986991236;1;;;;;
460;2,170501712;0,279574549;8,525085606;1;;;;;
461;2,071242283;0,283666714;3,56211415;1;;;;;
462;1,87113299;0,236347089;-6,443350497;1;;;;;
463;2,142637235;0,269120091;7,131861773;1;;;;;
464;1,609665069;0,218082217;-19,51674655;1;;;;;
465;1,96993321;0,263602635;-1,503339499;1;;;;;
466;2,21954825;0,29261874;10,97741252;1;;;;;
467;2,194130228;0,278286303;9,706511413;1;;;;;
468;1,880758215;0,240850802;-5,962089243;1;;;;;
469;1,909351628;0,2466348;-4,532418592;1;;;;;
470;1,982716433;0,257445121;-0,864178368;1;;;;;
471;1,961454346;0,249766745;-1,927282702;1;;;;;
472;1,836082748;0,230126009;-8,195862594;1;;;;;
473;1,752019899;0,229163267;-12,39900503;1;;;;;
474;2,05125456;0,274350794;2,562727996;1;;;;;
475;1,911829785;0,241386215;-4,408510769;1;;;;;
476;1,647675662;0,226240141;-17,61621688;1;;;;;
477;2,109945541;0,273636083;5,497277038;1;;;;;
478;2,245050236;0,292504363;12,2525118;1;;;;;
479;1,946528209;0,24987138;-2,673589563;1;;;;;
480;2,022623164;0,246445473;1,131158186;1;;;;;
481;2,169448106;0,287970164;8,472405322;1;;;;;
482;1,750646788;0,230970367;-12,46766062;1;;;;;
483;2,281780881;0,278307958;14,08904407;1;;;;;
484;1,89672126;0,250479867;-5,163937011;1;;;;;
485;1,96053102;0,243292104;-1,973449006;1;;;;;
486;2,042357278;0,278285587;2,117863922;1;;;;;
487;1,903483132;0,235472983;-4,825843395;1;;;;;
488;2,151186448;0,274985023;7,559322407;1;;;;;
489;2,252461788;0,28256022;12,6230894;1;;;;;
490;2,121530336;0,276743456;6,076516822;1;;;;;
491;2,322151095;0,318797611;16,10755477;1;;;;;
492;1,694656283;0,206093332;-15,26718584;1;;;;;
493;1,925889949;0,257296175;-3,705502555;1;;;;;
494;1,810308536;0,228371987;-9,484573198;1;;;;;
495;2,173767385;0,287163759;8,688369241;1;;;;;
496;2,295863627;0,308400676;14,79318135;1;;;;;
497;2,27521837;0,306556845;13,76091852;1;;;;;
498;1,923458399;0,266002016;-3,827080048;1;;;;;
499;2,070833502;0,266451508;3,541675084;1;;;;;
500;2,264136472;0,28887699;13,20682361;1;;;;;
