"";"mean";"sd";"bias";"cp";"mean";"sd";"bias";"cp";"mean";"sd";"bias";"cp"
"1";0,0253916199963123;0,588788588173139;-102,308329090574;1;0,976524545851738;0,238254035354896;-34,8983636098841;0;0,863423844103594;0,344398766729852;-4,06401732182285;1
"2";-1,37280015939189;0,993279306561849;24,8000144901714;1;1,7130838655956;0,49342127257265;14,205591039707;1;0,762053990867194;0,4493094408952;-15,3273343480896;1
"3";-2,6619353786239;1,01922356537341;141,994125329445;1;2,16382268797117;0,425281788708074;44,2548458647447;1;1,30767436834064;0,670397513174809;45,2971520378493;1
"4";-3,97283257785647;1,42051422233141;261,166597986952;0;2,56022550980014;0,400612659300928;70,6817006533425;0;0,891454781445661;0,661335008495758;-0,94946872825985;1
"5";-2,96179315741478;1,44573244497364;169,253923401344;0;2,04711903019748;0,507978867647174;36,474602013165;1;1,52946641159876;0,482516136858125;69,9407123998627;1
"6";-1,18864968929709;0,896281407408326;8,05906266337168;1;1,84451461907053;0,40556773769889;22,9676412713686;1;0,609975953057126;0,422711073012571;-32,2248941047638;1
"7";-2,24746376617959;1,16123459553216;104,314887834508;1;1,978119240899;0,463788593454149;31,8746160599335;1;0,949251251841288;0,454495031085341;5,4723613156987;1
"8";-2,34720930058959;0,882562975799013;113,382663689963;1;1,96563750458331;0,336091201244084;31,042500305554;1;1,42231672098348;0,613714840251683;58,0351912203868;1
"9";-4,0029814636333;1,25291716687629;263,907405784845;0;2,541346420171;0,455234325658128;69,4230946780669;0;1,01288197077344;0,642481740502345;12,542441197049;1
"10";-1,47523107752085;2,0926764299723;34,1119161382587;1;1,94487286374012;0,641391615791098;29,6581909160082;1;0,414784070705152;0,444012931244721;-53,9128810327609;1
