"";"mean";"sd";"bias";"cp";"mean";"sd";"bias";"cp";"mean";"sd";"bias";"cp"
"1";-1,06087123757874;0,116522406156533;-3,55716022011426;1;1,50702439636085;0,0584018640849093;0,468293090723397;1;0,814366127611163;0,0467581981405635;-9,51487470987083;1
"2";-1,01969420543209;0,0924759923870423;-7,30052677890131;1;1,48050112549854;0,0472264878068883;-1,29992496676376;1;0,81746860533781;0,0495732902979647;-9,17015496246561;0
"3";-1,08836290824331;0,136416830125762;-1,05791743242682;1;1,5259861930988;0,0517009280452305;1,73241287325359;1;0,860139216937577;0,051815490747666;-4,42897589582482;1
"4";-1,05037094191229;0,0973789481454141;-4,51173255342823;1;1,47642468765312;0,046712776391924;-1,57168748979196;1;0,822416322939744;0,0573380104195466;-8,62040856225063;1
"5";-1,00838634962986;0,131058226944411;-8,32851367001232;1;1,43824257297055;0,0551065358531811;-4,11716180196347;1;0,888435960780351;0,0557883938206692;-1,28489324662767;1
"6";-1,29963426908275;0,155736838884383;18,1485699166133;1;1,55451090710821;0,0653424346893926;3,63406047388075;1;0,948712333886718;0,0724704363097136;5,41248154296869;1
"7";-1,25477359466895;0,0995392879100992;14,0703267880863;1;1,53621866450483;0,045560435907022;2,41457763365561;1;0,889028107484754;0,0588211337553923;-1,21909916836063;1
"8";-1,21544238457013;0,0876970345058278;10,4947622336483;1;1,50038252538637;0,0431149991618126;0,0255016924243456;1;0,971364393276536;0,0535971578587517;7,92937703072626;1
"9";-1,17551935771855;0,120846354385092;6,86539615623226;1;1,4957493063671;0,049044814140597;-0,28337957552688;1;0,975445701940279;0,0713842882261143;8,38285577114213;1
"10";-1,21887038276577;0,111853233244043;10,806398433252;1;1,54879352713003;0,0509535649437513;3,25290180866863;1;0,972387863134333;0,0572852829274689;8,04309590381478;1
