"";"mean";"sd";"bias";"cp";"mean";"sd";"bias";"cp";"mean";"sd";"bias";"cp"
"1";-1,5062060260305;0,259274846160356;25,5171688358753;1;0,70898452259087;0,154012109645356;41,796904518174;1;0,22840291495704;0,228712082790514;14,2014574785201;1
"2";-1,14221709547178;0,126939861764451;-4,81524204401803;1;0,588285407473291;0,110629730092393;17,6570814946582;1;0,0654076029257374;0,140473217453815;-67,2961985371313;1
"3";-0,873025866836562;0,137719923260552;-27,2478444302865;0;0,439497732152037;0,123441722840447;-12,1004535695927;1;-0,162903989597289;0,130102194743343;-181,451994798645;0
"4";-1,23679635347238;0,158107916853293;3,06636278936521;1;0,551735192518879;0,150917768034;10,3470385037758;1;0,211359371920579;0,138030612320204;5,67968596028928;1
"5";-1,27995323184234;0,175584311916511;6,66276932019474;1;0,538335608516072;0,128243901536665;7,6671217032144;1;0,489377086976516;0,189735724008548;144,688543488258;1
"6";-1,23068054167989;0,21327118855616;2,55671180665743;1;0,380588766388497;0,13507438853861;-23,8822467223007;1;0,154672929799737;0,173011015707457;-22,6635351001316;1
"7";-1,13272845524055;0,146420825682038;-5,60596206328734;1;0,589306274768304;0,130366671591453;17,8612549536607;1;0,14905268168053;0,144652557251649;-25,4736591597349;1
"8";-1,08499942482863;0,178543715983687;-9,58338126428108;1;0,514812909953449;0,14155944104133;2,96258199068986;1;0,146258935980451;0,134613848403445;-26,8705320097743;1
"9";-1,31117509593747;0,199885823698005;9,26459132812268;1;0,397834730815666;0,167723543252699;-20,4330538368669;1;0,161740600782321;0,186268758718668;-19,1296996088396;1
"10";-1,20724844211106;0,221698763280675;0,604036842587937;1;0,565770401529678;0,154334042524128;13,1540803059355;1;0,151999692223428;0,166714328351087;-24,0001538882861;1
