"";"mean";"sd";"bias";"cp";"mean";"sd";"bias";"cp";"mean";"sd";"bias";"cp"
"1";0,68468312846924;0,821654338111218;-157,056927372437;0;0,639653418129682;0,755337654618664;27,9306836259364;1;-1,92944428531686;1,27293785464541;-1064,72214265843;0
"2";-0,231871168366197;1,36291972009548;-80,6774026361503;1;1,75769577975342;1,06823387031323;251,539155950684;1;0,220844300767615;1,91901555182287;10,4221503838074;1
"3";-0,879990559364661;0,380234882152446;-26,6674533862783;1;0,272586525683666;0,313960481628954;-45,4826948632667;1;0,113789313236651;0,584684042536874;-43,1053433816743;1
"4";-1,20225891457146;0,638578568023092;0,188242880954629;1;0,375503280609845;0,488226564617453;-24,899343878031;1;0,91529262111368;0,571294725433323;357,64631055684;1
"5";-1,72768704812321;0,963957439850587;43,973920676934;1;0,826298126546961;0,836728542192317;65,2596253093921;1;0,664095844902288;1,2730664815241;232,047922451144;1
"6";-5,70508507215424;2,01948846242647;375,423756012854;0;5,00085292011124;1,98894162823186;900,170584022248;0;0,325428335974355;0,724045461668703;62,7141679871774;1
"7";-4,67096611136619;2,02546876176839;289,247175947182;1;2,97576695437711;1,68659177627574;495,153390875421;0;2,45866074289515;2,00628893808448;1129,33037144757;1
"8";0,389764007843618;0,739206518835701;-132,480333986968;0;1,34232265734441;0,67697896120631;168,464531468882;1;-2,06473115232483;0,795100112493216;-1132,36557616241;0
"9";-1,14767529677652;0,510186998830959;-4,36039193529036;1;0,477362593923513;0,515432212946214;-4,52748121529745;1;0,357163551014176;0,756820125797071;78,581775507088;1
"10";-0,639613658704669;0,81990882248566;-46,6988617746109;1;0,655969033519066;0,607886538893891;31,1938067038131;1;0,610717069239643;1,12292509297126;205,358534619821;1
